Source,Target,Type,Id,Weight
USA,CHN,Directed,2778,2891198840
JPN,CHN,Directed,1348,2860774699
DEU,CHN,Directed,857,1425636612
GBR,CHN,Directed,2632,1043680464
BEL,CHN,Directed,190,594355697
KOR,CHN,Directed,1929,497390791
NLD,CHN,Directed,1636,455647084
CAN,CHN,Directed,346,385064305
MEX,USA,Directed,1602,376785313
MEX,CHN,Directed,1561,360366378
AUS,CHN,Directed,31,328576463
USA,CAN,Directed,2771,319847032
MYS,CHN,Directed,1500,297059592
THA,CHN,Directed,2410,290967061
ESP,CHN,Directed,2210,285124018
FRA,CHN,Directed,774,276877246
PHL,CHN,Directed,1810,225377441
DEU,NLD,Directed,908,225354267
ITA,CHN,Directed,1246,211992871
DNK,DEU,Directed,606,190192816
CAN,USA,Directed,392,189643759
DEU,AUT,Directed,844,161103637
FRA,ITA,Directed,790,149114685
FRA,BEL,Directed,768,146018418
USA,IND,Directed,2873,138898721
NLD,BEL,Directed,1632,136559747
NZL,CHN,Directed,1700,115916441
NOR,SWE,Directed,1741,113800487
DEU,BEL,Directed,848,101506535
IDN,CHN,Directed,1140,91725411
BEL,NLD,Directed,223,89757666
SGP,CHN,Directed,2078,84339303
POL,DEU,Directed,1854,74480482
MAC,CHN,Directed,489,73985778
ARG,CHN,Directed,14,72612202
NLD,DEU,Directed,1647,69914657
JPN,KOR,Directed,1360,69386962
CHE,DEU,Directed,2363,68920102
FRA,ESP,Directed,820,68383260
DEU,ITA,Directed,887,65985100
SLV,CHN,Directed,689,60792712
FRA,DEU,Directed,779,59562372
FRA,IRL,Directed,788,58640254
CZE,CHN,Directed,565,58560929
AUT,DEU,Directed,77,58235174
DEU,USA,Directed,963,57296948
POL,CHN,Directed,1845,57140937
DEU,CZE,Directed,864,55875747
USA,MEX,Directed,2839,55268802
NLD,IRL,Directed,1653,54796590
FRA,NLD,Directed,802,53873228
BEL,FRA,Directed,200,52595844
DEU,POL,Directed,917,52178340
DEU,FRA,Directed,873,45502282
CZE,DEU,Directed,569,45094647
NLD,GBR,Directed,1695,44466730
EGY,CHN,Directed,663,44010336
DEU,IND,Directed,931,43135701
BEL,DEU,Directed,203,41595524
BGR,CHN,Directed,315,41046492
SWE,CHN,Directed,2313,40604919
ARE,CHN,Directed,2586,38671504
