Source,Target,Type,Id,Weight
JPN,CHN,Directed,1383,2736569341
USA,CHN,Directed,2897,2716627796
DEU,CHN,Directed,878,1416972600
THA,CHN,Directed,2538,805527781
GBR,CHN,Directed,2783,791344600
BEL,CHN,Directed,143,723211465
AUS,CHN,Directed,23,628039042
VNM,CHN,Directed,3028,435335810
KOR,CHN,Directed,2041,411799640
CAN,CHN,Directed,332,408005853
IDN,CHN,Directed,1150,400409904
PHL,CHN,Directed,1918,390215492
ESP,CHN,Directed,2340,386716102
MEX,USA,Directed,1630,385758103
DEU,NLD,Directed,915,385172374
MEX,CHN,Directed,1620,381472871
FRA,CHN,Directed,794,374887981
USA,CAN,Directed,3012,350092810
MYS,CHN,Directed,1559,335635323
NLD,CHN,Directed,1686,313942038
CAN,USA,Directed,322,221853547
NLD,BEL,Directed,1679,190649122
NLD,DEU,Directed,1702,178700457
DEU,AUT,Directed,865,160919236
GBR,NLD,Directed,2835,159206356
USA,IND,Directed,2939,155285936
POL,CHN,Directed,1949,152627240
GBR,MYS,Directed,2825,137926434
FRA,ITA,Directed,809,134264907
BEL,NLD,Directed,188,132865636
SVN,CHN,Directed,2246,130194497
POL,DEU,Directed,1959,124295570
ITA,AUT,Directed,1280,123831547
MAC,CHN,Directed,3516,118884014
CHE,DEU,Directed,2496,117963381
FRA,NLD,Directed,823,112317332
SAU,CHN,Directed,2146,111419175
NLD,GBR,Directed,1770,102064597
ITA,CHN,Directed,1290,95388108
DEU,POL,Directed,924,93474817
FRA,BEL,Directed,790,92509859
FRA,DEU,Directed,802,92109739
AUT,DEU,Directed,57,91588762
DEU,MYS,Directed,912,91555350
DEU,BEL,Directed,868,90515234
USA,MYS,Directed,2966,84682202
USA,MEX,Directed,2969,83119684
USA,IDN,Directed,2913,80865502
NZL,CHN,Directed,1777,75107335
DEU,CZE,Directed,882,74987585
DNK,DEU,Directed,617,73445816
FRA,ESP,Directed,844,72670579
DEU,IND,Directed,931,70569759
JPN,KOR,Directed,1393,70460563
USA,VNM,Directed,2915,69195262
BEL,DEU,Directed,157,67336242
BEL,FRA,Directed,154,66964549
SWE,DEU,Directed,2448,66135965
JPN,VNM,Directed,1411,64389764
ITA,DEU,Directed,1303,62964268
CZE,DEU,Directed,578,62953722
PRT,CHN,Directed,2005,60670029
IRQ,TUR,Directed,5775,60565557
ITA,SVN,Directed,1343,60312468
JPN,MYS,Directed,1398,59643052
GBR,IND,Directed,2854,59363482
IRL,GBR,Directed,1248,59189516
AUT,CZE,Directed,53,58726030
SGP,CHN,Directed,2193,57691140
DEU,GBR,Directed,959,57012056
GBR,DEU,Directed,2795,56639992
FRA,IRL,Directed,807,56484721
BGD,CHN,Directed,3459,54512027
PAK,CHN,Directed,1847,54248849
DEU,CHE,Directed,947,54001976
ESP,ITA,Directed,2371,53605611
DEU,FRA,Directed,888,53174590
NOR,SWE,Directed,1828,51682923
NLD,IRL,Directed,1716,51523607
DEU,DNK,Directed,884,51214686
JPN,THA,Directed,1414,50590998
GBR,IDN,Directed,2806,48478004
THA,VNM,Directed,2590,47658808
GBR,PRT,Directed,2848,46029930
GBR,POL,Directed,2846,45578753
DEU,ITA,Directed,902,45502328
SWE,CHN,Directed,2442,42824344
NOR,DEU,Directed,1817,40547987
PRT,ESP,Directed,2029,35655360
NLD,FRA,Directed,1700,34137060
ARE,CHN,Directed,2739,33506427
SWE,POL,Directed,2469,32413930
TZA,CHN,Directed,2884,32060923
CZE,CHN,Directed,571,31953092
AUT,SVN,Directed,80,31492093
GBR,FRA,Directed,2793,31307719
POL,CZE,Directed,1951,31230795
KOR,MYS,Directed,2048,31220755
SGP,MYS,Directed,2199,30939635
ITA,ESP,Directed,1346,30485633
KHM,CHN,Directed,314,30274003
BEL,IND,Directed,204,30220552
MHL,IDN,Directed,4360,30147648
CZE,POL,Directed,590,30090752
DEU,IRL,Directed,899,30029585
ZAF,CHN,Directed,2282,29888213
ESP,PRT,Directed,2393,29361900
CHE,AUT,Directed,2484,29346701
GRC,BGR,Directed,972,28977353
GBR,VNM,Directed,2860,28829734
YEM,CHN,Directed,3586,28072724
ESP,MYS,Directed,2376,27892166
DEU,USA,Directed,962,27354932
BEL,ITA,Directed,169,25039320
IRL,NLD,Directed,1237,24421259
GBR,TUR,Directed,2876,24396505
DEU,VNM,Directed,937,24371478
AUS,IDN,Directed,27,24167712
CZE,SVK,Directed,597,23447382
KOR,VNM,Directed,2062,23329790
GRC,CHN,Directed,973,23080832
ROU,CHN,Directed,2077,22801254
ITA,SAU,Directed,1337,22762560
LUX,DEU,Directed,1541,22557549
DEU,LUX,Directed,911,22022674
BEL,MYS,Directed,182,21930861
CHL,CHN,Directed,379,21567030
DOM,USA,Directed,648,21210772
GBR,PAK,Directed,2842,21004525
SAU,IND,Directed,2157,20799312
CHN,USA,Directed,456,20652746
NLD,IND,Directed,1748,20627012
SWE,NLD,Directed,2463,20612458
CHN,THA,Directed,450,20407392
POL,UKR,Directed,1995,20363740
DEU,ESP,Directed,942,20258790
SVK,CZE,Directed,2212,20120808
SVN,ITA,Directed,2258,20086959
VNM,KOR,Directed,3040,19866810
ECU,CHN,Directed,673,19822277
FIN,CHN,Directed,759,19302824
LVA,LTU,Directed,1472,19040991
AUS,MYS,Directed,30,18948906
BEL,VNM,Directed,208,18851619
HND,USA,Directed,1042,18743040
VEN,COL,Directed,3715,18682788
ISR,TUR,Directed,1270,18447314
DEU,ROU,Directed,928,18314887
DEU,BGR,Directed,873,18152645
AUT,ITA,Directed,63,18050097
ECU,USA,Directed,679,17874457
ARE,IND,Directed,2755,17834244
GTM,CHN,Directed,1001,17629469
AUS,THA,Directed,40,17578734
DEU,LVA,Directed,908,17477695
ESP,DEU,Directed,2354,17235707
IRL,CHN,Directed,1223,17232523
USA,TUR,Directed,2928,16543128
SVN,DEU,Directed,2252,16512189
DEU,SVN,Directed,938,16425401
GBR,IRL,Directed,2810,16179245
DEU,PRT,Directed,926,16100238
MLT,CHN,Directed,1596,15965801
FRA,GBR,Directed,855,15786474
ESP,VNM,Directed,2406,15630381
POL,ITA,Directed,1966,15598807
DEU,TUR,Directed,952,15562111
AUT,SVK,Directed,78,15432816
FRA,PRT,Directed,831,15415445
LTU,LVA,Directed,1517,15013473
ITA,NLD,Directed,1323,14890846
MYS,IND,Directed,1576,14863293
GBR,ITA,Directed,2813,14833267
AUT,CHN,Directed,51,14783704
ITA,USA,Directed,1363,14739471
USA,THA,Directed,2924,14690826
CHE,NLD,Directed,2509,14684797
IRN,TUR,Directed,1217,14672302
BLR,RUS,Directed,122,14504016
CHN,MYS,Directed,424,14191463
GBR,BEL,Directed,2774,13877683
HRV,SVN,Directed,546,13284565
NLD,ITA,Directed,1719,13235595
POL,AUT,Directed,1942,13119283
TUR,CHN,Directed,2636,13075011
BGR,ROU,Directed,297,12941476
SVN,IND,Directed,2267,12757465
BEL,GBR,Directed,226,12542143
SVN,AUT,Directed,2240,12280573
AUS,VNM,Directed,39,12209182
MNG,CHN,Directed,1638,12204550
DEU,LTU,Directed,909,12122165
GRC,ROU,Directed,988,12093594
CZE,AUT,Directed,566,11858652
BEL,POL,Directed,194,11820630
EST,LTU,Directed,733,11767942
NOR,LTU,Directed,1822,11736228
AUT,CHE,Directed,84,11498873
POL,IND,Directed,1982,11477020
SVK,NLD,Directed,2228,11459299
AUS,KOR,Directed,28,11356520
ESP,FRA,Directed,2352,11176396
SVK,DEU,Directed,2216,11088241
THA,IND,Directed,2587,11032201
SDN,CHN,Directed,2431,10970236
POL,NLD,Directed,1974,10856667
SVK,POL,Directed,2229,10851683
TUN,UKR,Directed,2621,10832933
IRL,TUR,Directed,1247,10633244
JPN,IND,Directed,1407,10631670
AUT,NLD,Directed,69,10300079
ITA,MAR,Directed,1321,10230891
AUT,HUN,Directed,61,10141478
USA,IRL,Directed,2899,10130335
HUN,CHN,Directed,1070,10022225
DNK,NLD,Directed,628,10020552
SVN,SRB,Directed,2265,10014562
NOR,NLD,Directed,1823,9925255
BEL,LUX,Directed,181,9867883
NGA,CHN,Directed,1807,9824957
ISR,CHN,Directed,1254,9805381
ESP,NLD,Directed,2386,9794458
KEN,CHN,Directed,1439,9777638
UGA,CHN,Directed,2720,9578963
TUR,ITA,Directed,2657,9495138
NOR,DNK,Directed,1813,9368602
ITA,SVK,Directed,1341,9348091
FIN,LVA,Directed,768,9312248
CAN,IND,Directed,361,9297058
HUN,SVN,Directed,1058,9205487
PRT,NLD,Directed,2022,9133588
SVK,SVN,Directed,2234,9118224
CHE,ITA,Directed,2502,9065125
USA,KOR,Directed,2961,8973571
USA,DEU,Directed,2974,8972174
NLD,POL,Directed,1740,8943624
NLD,MAR,Directed,1735,8943347
GBR,LTU,Directed,2821,8896571
MAR,CHN,Directed,1647,8883118
SVK,AUT,Directed,2207,8866514
EST,CHN,Directed,725,8846703
BEL,SVK,Directed,206,8812717
NLD,ROU,Directed,1745,8780039
BEL,USA,Directed,228,8654529
SVK,CHN,Directed,2211,8627242
USA,SLV,Directed,2992,8593743
FIN,DEU,Directed,763,8589440
FRA,IND,Directed,836,8545940
LTU,POL,Directed,1521,8527719
SVN,HUN,Directed,2255,8498134
GBR,ESP,Directed,2865,8479613
FRA,LUX,Directed,817,8399802
SRB,HRV,Directed,2179,8348854
POL,ROU,Directed,1978,8334741
ISL,NLD,Directed,1076,8298389
BIH,HRV,Directed,241,8298147
GBR,KOR,Directed,2819,8215831
FIN,SWE,Directed,781,8130933
SVK,HUN,Directed,2221,8046466
KOR,JPN,Directed,2046,8015357
THA,AUS,Directed,2539,7958253
ITA,FRA,Directed,1275,7926963
