Source,Target,Type,Id,Weight
JPN,CHN,Directed,1319,2049886616
USA,CHN,Directed,2680,1603233245
DEU,CHN,Directed,812,989226293
AUS,CHN,Directed,22,626837944
GBR,CHN,Directed,2534,521622298
NLD,CHN,Directed,1598,513010357
USA,CAN,Directed,2671,496209241
KOR,CHN,Directed,1893,440159995
BEL,CHN,Directed,162,427104509
MEX,USA,Directed,1564,352263862
CAN,CHN,Directed,316,296582654
THA,CHN,Directed,2326,255885959
CAN,USA,Directed,359,249683191
MYS,CHN,Directed,1466,221138750
DEU,NLD,Directed,864,208855483
MEX,CHN,Directed,1525,179965295
FRA,CHN,Directed,724,172850648
FRA,ITA,Directed,744,168921649
MAC,CHN,Directed,447,162372335
ESP,CHN,Directed,2140,158026394
ITA,CHN,Directed,1215,151205575
PHL,CHN,Directed,1777,146473077
NZL,CHN,Directed,1678,100227249
IDN,CHN,Directed,1078,93011117
USA,MEX,Directed,2748,90252549
BEL,NLD,Directed,209,89482172
CHN,USA,Directed,421,89231428
NLD,BEL,Directed,1592,85986356
USA,IND,Directed,2781,84913009
CHE,DEU,Directed,2276,81769278
FRA,BEL,Directed,715,78621600
DEU,ITA,Directed,845,76763907
ARG,CHN,Directed,13,75644527
DEU,USA,Directed,911,71741666
SGP,CHN,Directed,2017,71485582
FRA,NLD,Directed,759,66890458
ITA,USA,Directed,1308,65485397
DEU,BEL,Directed,801,62259705
BRA,CHN,Directed,272,61922951
FRA,DEU,Directed,733,59931975
FRA,ESP,Directed,777,55101011
NLD,IRL,Directed,1618,46472712
BEL,DEU,Directed,178,45045412
AUT,CHE,Directed,94,44039618
NLD,IND,Directed,1647,42418581
AUT,DEU,Directed,61,42145625
FRA,IRL,Directed,741,38634722
JPN,KOR,Directed,1336,37265053
POL,DEU,Directed,1822,36660483
BEL,USA,Directed,249,35884933
BEL,FRA,Directed,175,34966870
NLD,DEU,Directed,1610,34399196
NOR,DNK,Directed,1704,34293225
GBR,NLD,Directed,2584,32500051
DNK,DEU,Directed,552,32483645
SAU,PAK,Directed,2001,31582140
BGD,CHN,Directed,109,30134286
ESP,USA,Directed,2205,29918831
POL,CHN,Directed,1814,29521445
PER,CHN,Directed,1766,29203796
ARE,CHN,Directed,2502,28578146
BEL,ITA,Directed,189,28292770
EGY,CHN,Directed,610,27996691
DEU,CHE,Directed,896,27821766
SWE,CHN,Directed,2228,26498893
DEU,CZE,Directed,816,25519017
CZE,CHN,Directed,510,25070861
USA,BEL,Directed,2660,24192234
DEU,AUT,Directed,798,23834944
IND,CHN,Directed,997,23518214
DEU,ESP,Directed,891,23352182
ROU,CHN,Directed,1936,22545688
AUS,MYS,Directed,31,21765455
FIN,CHN,Directed,674,20266168
IRL,GBR,Directed,1162,20255262
DEU,LUX,Directed,857,19834778
CHE,NLD,Directed,2288,19329403
AUT,ITA,Directed,70,19165122
USA,ITA,Directed,2728,18988302
CHN,VNM,Directed,414,18692210
USA,VNM,Directed,2785,18303609
GBR,IND,Directed,2600,18246958
DEU,GBR,Directed,908,18062652
DEU,DNK,Directed,819,17909824
VNM,CHN,Directed,2828,17412510
CHE,FRA,Directed,2274,17144475
ZAF,CHN,Directed,2085,17076583
PAN,CHN,Directed,1747,17000265
ESP,DEU,Directed,2154,16970043
KOR,MYS,Directed,1906,16962663
NLD,USA,Directed,1675,16959832
CHE,USA,Directed,2300,16914497
BEL,GBR,Directed,247,16691202
DEU,IND,Directed,879,16591544
CHE,AUT,Directed,2266,16577018
CHE,ITA,Directed,2283,16535943
FRA,GBR,Directed,789,16363155
THA,MYS,Directed,2350,16239495
NLD,ITA,Directed,1621,15782507
IRL,CHN,Directed,1144,15726136
CZE,DEU,Directed,514,15692230
ITA,DEU,Directed,1228,15524620
NLD,GBR,Directed,1672,15399182
KAZ,CHN,Directed,1374,14720115
ITA,FRA,Directed,1225,14649390
USA,GBR,Directed,2813,14320541
USA,KOR,Directed,2739,14148005
BEL,IND,Directed,225,14147114
FRA,USA,Directed,792,14090052
GBR,DEU,Directed,2544,13994570
GBR,ITA,Directed,2562,13906550
PAK,CHN,Directed,1733,13207795
SGP,MYS,Directed,2025,13001916
GBR,USA,Directed,2629,12828926
NLD,FRA,Directed,1607,12278913
FRA,IND,Directed,771,12177255
MEX,IND,Directed,1555,12111366
DEU,FRA,Directed,828,12091550
ARE,PAK,Directed,2510,12030494
TUR,CHN,Directed,2418,11526231
SWE,DEU,Directed,2237,11395175
ITA,IND,Directed,1277,11290431
MYS,IDN,Directed,1474,11263766
DEU,LTU,Directed,854,11169678
ESP,ITA,Directed,2166,11145845
KOR,VNM,Directed,1918,10875217
ESP,FRA,Directed,2152,10715788
JPN,MYS,Directed,1340,10695424
GBR,PAK,Directed,2592,10645105
AUT,NLD,Directed,77,10489355
SAU,CHN,Directed,1991,10318738
LUX,DEU,Directed,1451,10269972
USA,DEU,Directed,2704,10186109
NOR,SWE,Directed,1721,10097521
USA,DOM,Directed,2691,9990903
FRA,LUX,Directed,750,9972845
DNK,CHN,Directed,546,9876188
CAN,VNM,Directed,349,9598379
GTM,CHN,Directed,937,9509258
GBR,FRA,Directed,2541,9343809
FIN,SWE,Directed,702,9249112
USA,SLV,Directed,2696,9137868
SVN,ITA,Directed,2069,9098614
ESP,NLD,Directed,2178,9083372
DEU,IRL,Directed,842,8902445
NOR,LTU,Directed,1716,8769600
DNK,SWE,Directed,563,8677945
JPN,USA,Directed,1356,8665019
AUT,SVK,Directed,87,8657834
PRT,ESP,Directed,1877,8601006
GRC,CHN,Directed,921,8560429
LTU,DEU,Directed,1429,8433925
FRA,PRT,Directed,766,8161862
SAU,IND,Directed,2002,8135466
SWE,LVA,Directed,2242,8072162
BEL,LUX,Directed,201,7905381
MNG,CHN,Directed,1568,7827375
BRA,USA,Directed,280,7822995
ITA,MAR,Directed,1255,7715099
NOR,DEU,Directed,1708,7401168
ESP,PRT,Directed,2183,7318977
RUS,CHN,Directed,1968,7235388
IDN,SGP,Directed,1090,7178813
