Source,Target,Type,Id,Weight
MEX,USA,Directed,1474,2009303449
JPN,CHN,Directed,1260,1664421975
USA,CHN,Directed,2542,1308019725
DEU,CHN,Directed,760,703313114
BEL,CHN,Directed,165,489470310
CAN,CHN,Directed,321,472350730
GBR,CHN,Directed,2389,457792100
NLD,CHN,Directed,1508,452614187
USA,CAN,Directed,2536,407399970
AUS,CHN,Directed,18,364561168
KOR,CHN,Directed,1781,313045525
FRA,CHN,Directed,660,185665047
CAN,USA,Directed,359,179053162
USA,MEX,Directed,2605,176000684
THA,CHN,Directed,2212,171230786
FRA,ITA,Directed,684,153610843
DEU,NLD,Directed,810,148731562
MYS,CHN,Directed,1387,146919986
ITA,CHN,Directed,1159,125573253
MEX,CHN,Directed,1441,92560203
ESP,CHN,Directed,2031,89279622
DEU,ITA,Directed,791,82326422
BEL,NLD,Directed,210,78873734
CHE,DEU,Directed,2163,78216695
CHN,USA,Directed,414,77579673
PHL,CHN,Directed,1659,74982795
NLD,BEL,Directed,1501,74343844
DEU,USA,Directed,859,73734123
SGP,CHN,Directed,1907,73280186
IDN,CHN,Directed,1032,69079238
FRA,BEL,Directed,651,68299416
NZL,CHN,Directed,1570,66356858
FRA,NLD,Directed,702,65962834
ITA,USA,Directed,1245,62501365
FRA,ESP,Directed,722,59008427
USA,IND,Directed,2636,58964482
FRA,DEU,Directed,669,54033450
DEU,BEL,Directed,748,52786593
BRA,CHN,Directed,273,52178380
NLD,IND,Directed,1553,43827651
NLD,IRL,Directed,1530,41688062
GBR,IND,Directed,2464,39919521
BEL,DEU,Directed,179,38486068
NLD,DEU,Directed,1523,36735114
FRA,IRL,Directed,680,36065915
NOR,DNK,Directed,1592,33180528
AUT,DEU,Directed,63,31990400
BEL,FRA,Directed,176,30091518
DEU,IND,Directed,826,29181482
POL,DEU,Directed,1709,29147581
USA,BEL,Directed,2526,28628360
BEL,IND,Directed,224,28289415
BEL,USA,Directed,251,26851865
JPN,KOR,Directed,1274,26585688
ESP,USA,Directed,2089,26525966
SAU,PAK,Directed,1877,26363567
CHN,VNM,Directed,407,25711940
GBR,DEU,Directed,2406,24279912
DNK,DEU,Directed,535,23364315
SWE,CHN,Directed,2106,22467697
GBR,NLD,Directed,2447,21102995
CHE,ITA,Directed,2169,21055073
DEU,LUX,Directed,804,20800377
AUT,CHE,Directed,93,20601202
NLD,ITA,Directed,1533,20308493
DEU,ESP,Directed,836,20239030
FRA,GBR,Directed,733,20062878
BEL,GBR,Directed,247,19845335
BEL,ITA,Directed,191,18739786
PER,CHN,Directed,1649,18333635
ITA,IND,Directed,1211,17375829
POL,CHN,Directed,1698,17304189
CHE,FRA,Directed,2161,17244345
GBR,ITA,Directed,2426,17106376
USA,MYS,Directed,2603,16753851
CHE,NLD,Directed,2173,16709249
DEU,CHE,Directed,841,15959180
IRL,GBR,Directed,1108,15343085
KOR,MYS,Directed,1797,15041935
FRA,LUX,Directed,693,14624856
USA,GBR,Directed,2667,14517725
DEU,DNK,Directed,771,14462271
SGP,MYS,Directed,1912,14104849
USA,KOR,Directed,2600,14087605
AUT,ITA,Directed,72,13756518
FRA,CHE,Directed,726,13557347
FRA,USA,Directed,736,13535787
USA,ITA,Directed,2590,13360923
JPN,MYS,Directed,1277,13322236
CZE,DEU,Directed,499,13284231
ARG,CHN,Directed,10,13081499
GBR,USA,Directed,2494,12988915
BGD,CHN,Directed,113,12945914
FIN,CHN,Directed,620,12603468
LUX,BEL,Directed,1368,12530935
DEU,LTU,Directed,802,12496783
GRC,CHN,Directed,867,12456338
EGY,CHN,Directed,574,12244384
SWE,DEU,Directed,2113,12158075
NOR,SWE,Directed,1610,12137435
NLD,USA,Directed,1567,12127527
USA,DOM,Directed,2553,12029816
KOR,VNM,Directed,1809,11944657
IND,CHN,Directed,951,11881641
DEU,CZE,Directed,768,11867761
CHE,AUT,Directed,2145,11651926
ESP,FRA,Directed,2040,11279402
CZE,CHN,Directed,496,11197282
NLD,GBR,Directed,1564,11097682
FRA,IND,Directed,715,10954809
ITA,FRA,Directed,1166,10887675
DEU,GBR,Directed,856,10811972
AUS,MYS,Directed,29,10713517
DEU,FRA,Directed,777,10575375
ARE,CHN,Directed,2358,10300982
ITA,DEU,Directed,1169,9935647
DNK,SWE,Directed,559,9863563
GBR,ESP,Directed,2473,9632694
JPN,USA,Directed,1297,9094275
ESP,BEL,Directed,2023,9041321
SVN,ITA,Directed,1958,8933623
MYS,IDN,Directed,1394,8744749
CHN,MYS,Directed,397,8720161
ESP,ITA,Directed,2053,8415294
USA,VNM,Directed,2641,8390480
SWE,DNK,Directed,2107,8380584
IRL,CHN,Directed,1098,8366434
DEU,IRL,Directed,788,8195005
GBR,FRA,Directed,2403,8066027
DNK,CHN,Directed,529,8025099
USA,BRA,Directed,2531,8019712
DEU,AUT,Directed,745,7967500
JPN,IND,Directed,1284,7963024
BEL,LUX,Directed,203,7926029
AUT,NLD,Directed,79,7914345
ARE,IND,Directed,2366,7881603
KAZ,CHN,Directed,1317,7840487
SAU,CHN,Directed,1866,7752566
TUR,CHN,Directed,2295,7624775
PAK,CHN,Directed,1618,7618589
MYS,THA,Directed,1407,7549085
NOR,DEU,Directed,1597,7527635
CHN,KOR,Directed,392,7387711
PRT,ESP,Directed,1768,7367179
CHE,BEL,Directed,2148,7345385
NLD,FRA,Directed,1519,7249628
SAU,IND,Directed,1878,7127745
DEU,POL,Directed,817,7117085
NOR,LTU,Directed,1603,7016340
MNG,CHN,Directed,1478,6953784
CHN,IND,Directed,405,6904877
FIN,SWE,Directed,638,6852708
ROU,CHN,Directed,1823,6851470
IDN,MYS,Directed,1036,6783007
CAN,IND,Directed,350,6730081
ITA,ESP,Directed,1223,6667071
ITA,MAR,Directed,1193,6654688
PRT,CHN,Directed,1752,6538344
ESP,NLD,Directed,2065,6512860
KOR,JPN,Directed,1795,6458245
USA,DEU,Directed,2567,6456409
GBR,BEL,Directed,2380,6442842
SWE,NLD,Directed,2124,6407727
NLD,AUT,Directed,1499,6306580
LUX,DEU,Directed,1372,6155105
ARE,PAK,Directed,2364,6105923
BEL,MYS,Directed,204,6101945
FRA,PRT,Directed,709,6072863
THA,MYS,Directed,2230,6066286
GBR,IRL,Directed,2422,6056907
USA,FRA,Directed,2563,5940630
JPN,THA,Directed,1292,5934409
DEU,MYS,Directed,805,5841529
GBR,MAR,Directed,2444,5797445
SAU,ARE,Directed,1882,5791327
GBR,PAK,Directed,2453,5656655
ESP,PRT,Directed,2069,5589514
SWE,LVA,Directed,2121,5553100
BRA,USA,Directed,282,5386770
USA,SLV,Directed,2558,5324843
IND,ROU,Directed,993,5306000
GBR,DNK,Directed,2396,5275375
AUT,SVK,Directed,88,5258335
THA,IND,Directed,2241,5202163
NLD,DNK,Directed,1515,5189194
ESP,IND,Directed,2076,5186570
DEU,TUR,Directed,850,5133035
URY,CHN,Directed,2509,5042848
DEU,PHL,Directed,4424,5023595
CHE,CHN,Directed,2153,4981204
SGP,IDN,Directed,1909,4947773
ESP,DEU,Directed,2042,4942242
LUX,NLD,Directed,1375,4803899
DNK,USA,Directed,563,4638907
AUS,SGP,Directed,37,4588285
SWE,LTU,Directed,2122,4505135
LTU,DEU,Directed,1355,4496233
