Source,Target,Type,Id,Weight
CHN,ZAF,Directed,11544,36928321448
FRA,ZAF,Directed,21849,14364118550
CHN,USA,Directed,11952,12108889816
CHN,JPN,Directed,10338,3608722531
IND,ZAF,Directed,28812,3186317180
USA,MEX,Directed,67068,2897249218
USA,CAN,Directed,66307,2689398110
CHN,GBR,Directed,11916,2109902849
CHN,DEU,Directed,10002,2020138120
ZAF,NAM,Directed,53528,1854782565
CAN,USA,Directed,8641,1782246119
MEX,USA,Directed,38023,1652784480
CHN,CAN,Directed,9452,1504950090
CHN,AUS,Directed,9091,1413751851
VNM,ZAF,Directed,68554,1412396701
CHN,KOR,Directed,10423,1325236324
CHN,FRA,Directed,9892,1323867192
ZAF,BWA,Directed,53051,1263155918
CHN,IND,Directed,11444,1259963310
CHN,RUS,Directed,11279,1137534349
CHN,MEX,Directed,10722,1135769752
CHN,NLD,Directed,10877,1113969686
VNM,USA,Directed,68666,1030778314
CHN,ESP,Directed,11577,1000852726
LSO,ZAF,Directed,366190,998243667
CHN,SAU,Directed,11365,959194226
CHN,IDN,Directed,10202,947972590
DEU,NLD,Directed,23799,872498305
BGD,ZAF,Directed,365817,864197055
CHN,ITA,Directed,10288,848245917
POL,DEU,Directed,44205,834448434
CHN,ARE,Directed,11783,823243185
NLD,DEU,Directed,39551,815730623
CHN,VNM,Directed,11495,769301028
DEU,FRA,Directed,23056,756753217
CHN,MYS,Directed,10627,745505869
CHN,PHL,Directed,11164,737705269
CHN,POL,Directed,11183,731014368
CHN,BRA,Directed,9285,718976473
CHN,THA,Directed,11717,672934269
VNM,JPN,Directed,68282,646076507
CHN,CHL,Directed,9527,623529358
CHN,BEL,Directed,9203,622320250
DEU,GBR,Directed,24541,620725754
NLD,BEL,Directed,39023,581110085
IND,USA,Directed,29085,576988348
BEL,NLD,Directed,4426,550855424
CZE,DEU,Directed,15170,540763216
BEL,FRA,Directed,3719,537228381
DEU,AUT,Directed,22504,531883647
ITA,FRA,Directed,31613,517260225
GBR,IRL,Directed,64928,493502185
DEU,POL,Directed,23983,480192013
DEU,CZE,Directed,22901,478976435
AUT,DEU,Directed,1512,478326927
BEL,GBR,Directed,5128,477422381
DEU,ZAF,Directed,24274,476364446
BLR,RUS,Directed,2999,463878872
SWZ,ZAF,Directed,55998,449432448
TUR,USA,Directed,62461,446484730
ZAF,LSO,Directed,53406,442944088
MOZ,ZAF,Directed,366282,439566041
FRA,ESP,Directed,21869,433292577
CHN,KAZ,Directed,10357,433039338
IDN,ZAF,Directed,29882,431775472
DEU,BEL,Directed,22573,430520841
ITA,DEU,Directed,31672,423133905
ESP,FRA,Directed,54569,411003467
ITA,ESP,Directed,32643,407615390
KHM,ZAF,Directed,7518,400078036
NLD,GBR,Directed,40857,397055535
CHN,COL,Directed,9545,386999222
FRA,DEU,Directed,20749,380830523
VNM,KOR,Directed,68305,371201625
CHN,GRC,Directed,10057,370310067
ZAF,SWZ,Directed,53779,351502427
NLD,FRA,Directed,39479,342588134
ESP,PRT,Directed,55445,339706859
BEL,DEU,Directed,3799,331290464
DEU,CHE,Directed,24356,326347970
CHN,PER,Directed,11147,316499829
CHN,NGA,Directed,11012,307288325
MDG,ZAF,Directed,36474,304993123
THA,USA,Directed,60135,304587119
KOR,CHN,Directed,46766,304057527
CHN,SGP,Directed,11463,303714061
CHN,EGY,Directed,11898,299525573
DEU,ITA,Directed,23362,297363476
TUR,DEU,Directed,61140,295451956
KHM,USA,Directed,7555,291228777
CHN,MMR,Directed,9372,289873368
USA,CHN,Directed,66378,289286386
TUR,SAU,Directed,62020,286073310
KOR,USA,Directed,47743,285470256
PRT,ESP,Directed,46320,283212657
FRA,BEL,Directed,20218,276394279
CHN,IRQ,Directed,10237,274402434
IDN,USA,Directed,30001,273679237
CHN,ISR,Directed,10271,268958016
CHN,TUR,Directed,11815,267251510
TUR,GBR,Directed,62431,264442400
MUS,ZAF,Directed,37600,264117927
IRL,ZAF,Directed,30491,262896719
THA,JPN,Directed,59460,262535521
CHN,GHA,Directed,10021,261542996
IDN,JPN,Directed,29526,261267010
DEU,ESP,Directed,24295,259980920
CHN,SWE,Directed,11649,251139332
POL,CZE,Directed,44042,247068186
POL,FRA,Directed,44146,246275940
FRA,GBR,Directed,22091,244880102
FRA,ITA,Directed,20965,237080736
RUS,KAZ,Directed,49047,231379462
MYS,SGP,Directed,37051,223176948
CHE,DEU,Directed,57778,222983923
IRL,GBR,Directed,30568,220913729
CHN,KGZ,Directed,10458,220121380
ESP,MAR,Directed,55197,219360183
JPN,CHN,Directed,33186,216844347
CHN,NZL,Directed,10966,215681700
DEU,HUN,Directed,23248,212591247
CHN,CZE,Directed,9681,202209742
DEU,USA,Directed,24568,201472916
ARE,SAU,Directed,63725,200771844
ITA,GBR,Directed,32864,198609830
CHN,DNK,Directed,9716,195615427
CHN,PAK,Directed,11078,194981599
TUR,IRQ,Directed,61296,189076228
USA,CHL,Directed,66360,188918925
IND,GBR,Directed,29049,188226973
POL,NLD,Directed,44647,186496219
MYS,USA,Directed,37176,182499145
VNM,DEU,Directed,68190,181680948
USA,GBR,Directed,67781,180696587
CHN,KHM,Directed,9419,177096679
HUN,DEU,Directed,26402,173336313
TUR,ISR,Directed,61327,169368376
ISR,USA,Directed,31026,165104873
ESP,ITA,Directed,54855,163394240
SWE,NOR,Directed,56890,162121299
GBR,DEU,Directed,64753,159635734
ZAF,ZMB,Directed,53928,158548756
USA,JPN,Directed,66885,157571223
PHL,JPN,Directed,43482,156882790
GBR,FRA,Directed,64707,156744324
PAK,ZAF,Directed,42707,154226538
CHN,ROU,Directed,11262,153183711
USA,DEU,Directed,66645,153152988
RUS,BLR,Directed,48800,151663686
DEU,ROU,Directed,24043,150922391
VNM,CHN,Directed,68091,150772947
DEU,DNK,Directed,22929,148947630
CHN,PAN,Directed,11095,146203461
CZE,SVK,Directed,15851,145858987
VNM,GBR,Directed,68650,145463785
KOR,VNM,Directed,47555,145341549
CHN,DZA,Directed,9001,144924524
CHN,YEM,Directed,12055,144474782
JPN,VNM,Directed,33650,142501099
POL,HUN,Directed,44274,141325284
DEU,SWE,Directed,24337,140932705
CHN,ARG,Directed,9074,140316797
TUR,ESP,Directed,62182,138213656
CHN,KWT,Directed,10442,136131064
VNM,CAN,Directed,68060,135887992
CHN,BGD,Directed,9157,135658188
CHN,NOR,Directed,11030,134925932
POL,GBR,Directed,45126,133847656
IND,DEU,Directed,27834,132819276
CHN,CHE,Directed,11666,131907723
CHN,KEN,Directed,10390,130858083
IND,ARE,Directed,28962,130407371
CHN,MAR,Directed,10789,130226126
ITA,USA,Directed,32892,129713019
DEU,SVK,Directed,24215,124716644
GBR,NLD,Directed,65304,124251958
CHN,UKR,Directed,11868,124215876
ITA,POL,Directed,32378,123791778
JPN,USA,Directed,33763,123092834
KHM,CAN,Directed,7372,121194261
ESP,GBR,Directed,55876,119945670
PRY,BRA,Directed,42819,118998178
LUX,DEU,Directed,36095,118952759
ITA,NLD,Directed,32219,118769573
CHN,TZA,Directed,11935,118581783
URY,BRA,Directed,65956,118158462
ESP,DEU,Directed,54634,117604473
CHN,IRL,Directed,10254,117351263
MYS,AUS,Directed,36542,117278993
CHN,HUN,Directed,10170,117139633
POL,SVK,Directed,44889,116747356
MYS,IND,Directed,37040,115972296
CHN,PRK,Directed,10407,114328169
USA,NLD,Directed,67144,114094097
USA,AUS,Directed,66095,113887099
POL,ROU,Directed,44781,110854355
POL,ITA,Directed,44354,110271852
DEU,MEX,Directed,23690,110128746
VNM,NLD,Directed,68387,109726961
FRA,NLD,Directed,21361,109320629
PRT,BEL,Directed,45285,108836883
ARE,OMN,Directed,63524,107741257
BEL,MYS,Directed,4261,107513795
DEU,CHN,Directed,22795,107086506
TUR,FRA,Directed,61063,106811037
PAK,USA,Directed,42787,106221122
JPN,MEX,Directed,33452,104535255
HUN,CZE,Directed,26313,104052249
JPN,THA,Directed,33700,103351780
CHN,JOR,Directed,10374,102891553
MYS,IDN,Directed,36780,101463613
USA,ZAF,Directed,67577,101204826
PHL,USA,Directed,43694,100778262
MYS,JPN,Directed,36814,100417910
IND,ESP,Directed,28837,100117107
MEX,ZAF,Directed,37977,99668127
ITA,CZE,Directed,31485,99059102
CHN,PRT,Directed,11201,96786999
SLV,GTM,Directed,18386,96582605
ROU,ITA,Directed,48286,96485147
KOR,JPN,Directed,47081,96295016
