Source,Target,Type,Id,Weight
CHN,USA,Directed,4471,10714777923
USA,MEX,Directed,33205,9820464699
CHN,JPN,Directed,4429,2652498172
CAN,USA,Directed,3810,2032064473
USA,CAN,Directed,33171,2031942018
MEX,USA,Directed,20046,1963034740
CHN,GBR,Directed,4470,1928160245
CHN,DEU,Directed,4418,1552498818
CHN,FRA,Directed,4416,996530626
CHN,CAN,Directed,4409,872011215
CHN,NLD,Directed,4444,832309954
CHN,AUS,Directed,4400,676007242
KOR,CHN,Directed,23637,579630735
CHN,ITA,Directed,4426,577396084
GBR,IRL,Directed,31742,510687867
ITA,FRA,Directed,16328,471315059
CHN,ESP,Directed,4462,470883345
DEU,NLD,Directed,11133,413785939
BEL,GBR,Directed,1897,413373834
BEL,DEU,Directed,1863,403398460
BEL,FRA,Directed,1860,393824859
NLD,DEU,Directed,20628,384268942
ITA,DEU,Directed,16333,367804802
DEU,FRA,Directed,11093,361559433
CHN,BEL,Directed,4403,360946141
FRA,DEU,Directed,9545,339566672
DEU,GBR,Directed,11171,338926888
KOR,USA,Directed,23672,321486123
BEL,NLD,Directed,1879,283051722
AUT,GBR,Directed,867,275031063
THA,USA,Directed,29208,272333671
FRA,BEL,Directed,9523,271465215
NLD,BEL,Directed,20611,260792000
CHN,PAN,Directed,4449,258725588
USA,CHN,Directed,33174,255618580
JPN,USA,Directed,17848,246389596
CHN,MEX,Directed,4440,245689170
FRA,GBR,Directed,9607,238101317
CHN,SGP,Directed,4459,235706579
DEU,AUT,Directed,11068,233745828
USA,JPN,Directed,33198,225310760
DEU,BEL,Directed,11071,213002665
IDN,USA,Directed,14735,210668214
GBR,ESP,Directed,31792,208724436
JPN,CHN,Directed,17817,208381796
CHN,SAU,Directed,4457,206622906
KOR,JPN,Directed,23647,204203838
GBR,FRA,Directed,31729,201573857
ITA,ESP,Directed,16390,201037588
MYS,SGP,Directed,19438,198528716
CHN,PHL,Directed,4452,197372467
USA,GBR,Directed,33240,195501346
DEU,USA,Directed,11173,193898063
CHN,KOR,Directed,4433,191699931
PHL,USA,Directed,22688,191624218
DEU,CHE,Directed,11160,190962761
CHN,SWE,Directed,4464,189643947
CHN,DNK,Directed,4414,185029360
ESP,FRA,Directed,26373,178694089
FRA,ESP,Directed,9594,175935036
POL,DEU,Directed,22992,174473814
ITA,GBR,Directed,16405,171541337
CZE,DEU,Directed,7405,169890960
NLD,FRA,Directed,20626,164195703
NLD,GBR,Directed,20674,162577752
CHE,DEU,Directed,28228,160589750
CHN,ARE,Directed,4466,156431508
ISR,USA,Directed,15990,156286652
GBR,USA,Directed,31807,155875288
THA,JPN,Directed,29186,147652606
CHN,CHL,Directed,4412,144406255
AUT,DEU,Directed,830,144388683
DEU,CZE,Directed,11086,127908804
GBR,NLD,Directed,31767,127893876
DEU,POL,Directed,11143,126752372
DEU,ESP,Directed,11157,126345069
ITA,USA,Directed,16407,126221672
CHN,BRA,Directed,4404,125134368
MYS,JPN,Directed,19495,123464987
CHN,THA,Directed,4605,122442750
USA,SGP,Directed,33224,120847991
USA,DEU,Directed,33185,120140030
CHN,ARG,Directed,4399,119132543
SGP,MYS,Directed,25225,119083998
CHN,CHE,Directed,4465,117599274
ESP,PRT,Directed,26426,116616660
DEU,ITA,Directed,11107,116432337
GBR,DEU,Directed,31732,114985288
FRA,USA,Directed,9608,113262690
LKA,USA,Directed,27347,109531458
CHN,NOR,Directed,4448,109283710
IDN,JPN,Directed,14717,109135144
CHN,RUS,Directed,4456,108555294
TUR,DEU,Directed,30463,107986037
CHN,AUT,Directed,4401,99583107
DNK,DEU,Directed,7893,99490649
MEX,DEU,Directed,20075,98626758
CHN,POL,Directed,4453,96344300
THA,GBR,Directed,29207,95730093
FRA,ITA,Directed,9554,95198156
USA,AUS,Directed,33159,94296260
MYS,GBR,Directed,19444,92189252
USA,NLD,Directed,33206,92173635
KOR,MEX,Directed,23735,90030934
SWE,NOR,Directed,27508,85204661
CHN,MYS,Directed,4438,85044642
CHN,NZL,Directed,4446,83095317
CHN,EGY,Directed,4469,79699493
MYS,USA,Directed,19445,79140256
CHN,ISR,Directed,4425,78248574
IRL,GBR,Directed,15631,76536109
USA,FRA,Directed,33184,76456540
DEU,DNK,Directed,11088,75585712
SGP,CHN,Directed,25213,74975037
MAR,GBR,Directed,20489,74874878
ITA,NLD,Directed,16365,73341016
CHN,BGD,Directed,4402,72884499
CHN,IDN,Directed,4533,72687971
ITA,CHE,Directed,16393,70704441
FRA,NLD,Directed,9574,70462516
USA,BEL,Directed,33165,70119783
IND,USA,Directed,14029,68312142
CHN,FIN,Directed,4415,68017573
CHN,GRC,Directed,4420,67952169
CHN,KAZ,Directed,4430,67473283
ITA,BEL,Directed,16298,66561876
ITA,AUT,Directed,16293,66070763
DEU,HUN,Directed,11102,65173100
DNK,SWE,Directed,7911,63858222
JPN,MEX,Directed,17900,62599210
ITA,GRC,Directed,16335,61762143
CHN,IRL,Directed,4424,61507570
SWE,CZE,Directed,27485,61340030
HUN,DEU,Directed,13508,61240914
PRT,ESP,Directed,23196,60198952
CHE,ITA,Directed,28234,59858029
BEL,POL,Directed,1882,59391101
CHN,CZE,Directed,4503,59131274
USA,BRA,Directed,33167,58605311
GBR,BEL,Directed,31703,58372290
IDN,GBR,Directed,14734,58191092
FRA,CHE,Directed,9596,58072018
CHN,TUR,Directed,4611,57495039
CHN,HUN,Directed,4531,56897386
ITA,POL,Directed,16374,56834358
BGD,GBR,Directed,174150,56680864
ISR,GBR,Directed,15989,54865377
PRT,GBR,Directed,23202,52756265
TUR,GBR,Directed,30508,52628734
SWE,FIN,Directed,27489,51919112
USA,KOR,Directed,33200,51904481
CHN,LKA,Directed,4411,51775611
FRA,CHN,Directed,9531,51382636
KOR,SAU,Directed,23662,51082914
BEL,USA,Directed,1898,51029477
CHN,VEN,Directed,4473,50462376
ESP,DEU,Directed,26378,50015572
BEL,ESP,Directed,1890,48155724
DNK,NOR,Directed,7904,47955668
SWE,DNK,Directed,27486,47786690
JPN,SGP,Directed,17840,47371418
NZL,AUS,Directed,21724,47275298
SGP,GBR,Directed,25240,47008565
PHL,JPN,Directed,22685,46619048
BRA,ARG,Directed,3188,46356110
BEL,ITA,Directed,1869,46273909
AUT,CHE,Directed,859,45743901
DNK,GBR,Directed,7915,45522024
USA,VEN,Directed,33242,45416743
DOM,USA,Directed,175262,45163379
PAK,USA,Directed,175353,45096957
MYS,CHN,Directed,19424,45065467
PRT,FRA,Directed,23176,45051645
NLD,ESP,Directed,20664,44369339
ISR,DEU,Directed,15975,43855470
DEU,LUX,Directed,11122,43724702
BLR,RUS,Directed,1750,43664352
DEU,SWE,Directed,11159,43624824
MAR,FRA,Directed,20470,43169623
KOR,IDN,Directed,23644,42974438
USA,IRL,Directed,33194,42838661
THA,AUS,Directed,29172,42142666
USA,ISR,Directed,33195,41592406
JPN,MYS,Directed,17830,41478781
CHN,NGA,Directed,4447,40713426
ITA,CHN,Directed,16312,40613832
CZE,SVK,Directed,7423,40502962
USA,DOM,Directed,33180,40462581
USA,CHL,Directed,33173,40420573
AUS,NZL,Directed,342,39928825
BGD,USA,Directed,175297,39837168
USA,HND,Directed,33191,39804834
CHN,PRT,Directed,4454,39519353
ITA,CZE,Directed,16319,38736125
FRA,PRT,Directed,9581,38195172
MYS,AUS,Directed,19416,38066799
ESP,ITA,Directed,26391,37753906
CHE,FRA,Directed,28227,37730576
ROU,ITA,Directed,24607,37339346
SGP,USA,Directed,25241,37158836
CHN,VNM,Directed,4460,36328917
RUS,KAZ,Directed,24773,36126161
VEN,COL,Directed,34573,35984624
NOR,SWE,Directed,22160,35915680
USA,MYS,Directed,33203,35824155
ROU,DEU,Directed,24605,35633442
CHN,COL,Directed,4496,35421108
SWE,DEU,Directed,27492,35387558
ITA,ISR,Directed,16342,35212103
CHN,IND,Directed,4458,34770672
JPN,THA,Directed,17844,34259044
HND,USA,Directed,13470,34211416
THA,CHN,Directed,29180,34183792
LUX,FRA,Directed,19201,33968362
ESP,GBR,Directed,26446,33793383
ITA,PRT,Directed,16375,33695411
GTM,USA,Directed,13345,33470821
ECU,COL,Directed,8609,33057342
ITA,HUN,Directed,16338,32945965
THA,FRA,Directed,29181,32744157
IND,GBR,Directed,14028,32677367
USA,ITA,Directed,33196,32515843
TUR,RUS,Directed,30491,32206907
CRI,USA,Directed,6921,32022539
IDN,DEU,Directed,14773,32000384
ITA,DNK,Directed,16321,31841114
GBR,ITA,Directed,31744,31620022
MEX,CAN,Directed,20029,31617273
SGP,JPN,Directed,25219,31463791
USA,PHL,Directed,33217,31097502
GBR,SWE,Directed,31795,30737094
TUR,USA,Directed,30510,30717990
SWE,GBR,Directed,27521,30584010
DEU,TUR,Directed,11167,30565602
POL,DNK,Directed,22990,30507737
USA,CRI,Directed,33176,30338719
DEU,CHN,Directed,11081,29859130
TUR,FRA,Directed,30461,29693216
AUT,HUN,Directed,832,29592790
ROU,GBR,Directed,24642,29563893
FRA,AUT,Directed,9521,29156192
USA,ARG,Directed,33158,28338169
NLD,USA,Directed,20675,28148371
CHN,URY,Directed,4472,28115377
IDN,BEL,Directed,14744,27922369
POL,CZE,Directed,22989,27891558
VNM,DEU,Directed,152908,27747420
BEL,CHE,Directed,1892,27360926
HUN,AUT,Directed,13503,27293057
NLD,ITA,Directed,20637,27043482
TUR,ROU,Directed,30490,26873502
IND,RUS,Directed,14118,26685190
CHN,GHA,Directed,4419,26546354
DNK,NLD,Directed,7903,26391958
DNK,FRA,Directed,7892,26346318
BRA,USA,Directed,3226,26129980
NLD,POL,Directed,20653,26053202
LUX,DEU,Directed,19202,26007053
KOR,GBR,Directed,23784,25978109
FRA,POL,Directed,9580,25685389
BEL,RUS,Directed,1886,25658239
AUS,CHN,Directed,323,25643967
AUT,CZE,Directed,823,25612870
NLD,DNK,Directed,20623,25591404
KOR,PHL,Directed,23659,25556510
ISR,FRA,Directed,15974,25361278
GBR,CHN,Directed,31716,25245891
GBR,PRT,Directed,31776,25222478
MYS,FRA,Directed,19425,24949525
IDN,AUS,Directed,14708,24841759
FIN,SWE,Directed,9136,24777633
THA,DEU,Directed,29182,24649080
KOR,CAN,Directed,23634,24566012
USA,COL,Directed,33175,24548801
CHN,DZA,Directed,4397,24543361
CHE,USA,Directed,28272,24542193
DEU,RUS,Directed,11147,24529449
CHN,LBN,Directed,4436,24237769
DEU,PRT,Directed,11144,24005728
TUR,SAU,Directed,30492,23964415
ITA,SVN,Directed,16389,23903429
CHE,AUT,Directed,28217,23876676
VNM,JPN,Directed,158002,23826558
POL,NLD,Directed,22998,23792061
DEU,MEX,Directed,11128,23706577
IND,ARE,Directed,14026,23664325
HUN,ROU,Directed,13514,23642223
ARE,EGY,Directed,31448,23624606
CHN,ROU,Directed,4455,23585211
SVK,DEU,Directed,25869,23520680
LKA,GBR,Directed,27346,23325149
GBR,DNK,Directed,31720,23262213
