Source,Target,Type,Id,Weight
CHN,USA,Directed,4277,7089694140
USA,MEX,Directed,29417,2324771765
CHN,JPN,Directed,4242,2082123711
MEX,USA,Directed,17336,1319412914
CHN,GBR,Directed,4276,1279163420
CHN,DEU,Directed,4235,1188623570
USA,CAN,Directed,29379,1187308905
CAN,USA,Directed,3601,1105931497
CHN,FRA,Directed,4234,705796024
CHN,CAN,Directed,4229,655419792
CHN,NLD,Directed,4254,568983469
CHN,AUS,Directed,4225,524700178
KOR,CHN,Directed,20899,512719669
BEL,BGD,Directed,1900,471777296
BEL,DEU,Directed,1696,445078073
ITA,FRA,Directed,13936,395495679
NLD,DEU,Directed,17912,375760061
MWI,MOZ,Directed,16758,366838127
CHN,ITA,Directed,4240,364937855
DEU,NLD,Directed,9221,357399841
ITA,DEU,Directed,13940,355397731
GBR,IRL,Directed,27928,355164889
MWI,ZWE,Directed,16760,339778465
BEL,FRA,Directed,1695,337068603
CHN,ESP,Directed,4270,325556416
BEL,GBR,Directed,1739,310399337
FRA,DEU,Directed,7692,287911241
CHN,BRA,Directed,4227,283990119
DEU,FRA,Directed,9187,281515465
CHN,BEL,Directed,4226,273962594
IRL,GBR,Directed,13286,273795222
CHN,PAN,Directed,4260,257251180
FRA,BEL,Directed,7668,256206393
BEL,NLD,Directed,1717,244232631
CHN,RUS,Directed,4265,237822166
NLD,BEL,Directed,17898,237602270
USA,CHN,Directed,29383,224176832
DEU,GBR,Directed,9262,218325601
USA,JPN,Directed,29410,212725587
KOR,USA,Directed,20928,207338353
CHN,KOR,Directed,4246,203653027
DEU,BEL,Directed,9167,197720940
DEU,AUT,Directed,9165,189768905
JPN,CHN,Directed,15376,187028937
THA,USA,Directed,26050,186307347
CHN,SGP,Directed,4268,184874555
NLD,FRA,Directed,17911,179156845
NLD,GBR,Directed,17959,177739043
MYS,SGP,Directed,16785,173576530
FRA,GBR,Directed,7750,172924082
KOR,JPN,Directed,20907,172169855
DEU,CHE,Directed,9249,157150831
CHN,CHL,Directed,4230,156688237
FRA,ESP,Directed,7739,155792539
IDN,USA,Directed,12638,153194608
GBR,FRA,Directed,27913,152979409
ITA,GBR,Directed,14009,152288343
JPN,USA,Directed,15413,150088808
PHL,USA,Directed,19947,148644257
CHN,PHL,Directed,4263,141455085
CHN,SWE,Directed,4389,140889822
CHN,ARE,Directed,4274,138364389
USA,GBR,Directed,29449,136194122
ESP,FRA,Directed,23365,133234612
THA,JPN,Directed,25910,132017953
BEL,RUS,Directed,1724,129777199
CHN,DNK,Directed,4307,129470555
ITA,ESP,Directed,13998,129445072
AUT,DEU,Directed,779,124489192
CHN,SAU,Directed,4266,124360654
USA,NGA,Directed,29547,123384096
POL,DEU,Directed,20254,122680781
CHN,POL,Directed,4374,117353817
GBR,DEU,Directed,27916,112985622
DEU,POL,Directed,9231,112133937
DEU,USA,Directed,9264,112003416
TUR,RUS,Directed,27092,110867115
DEU,ITA,Directed,9198,110552400
CHE,DEU,Directed,25014,109951094
CHN,MEX,Directed,4251,109726349
GBR,NLD,Directed,27952,107427958
