Source,Target,Type,Id,Weight
CHN,USA,Directed,1623,4197852193
CHN,JPN,Directed,1609,844135823
CHN,DEU,Directed,1607,770688428
CHN,GBR,Directed,1622,708280928
USA,CAN,Directed,19020,670399959
USA,MEX,Directed,19054,623130106
CAN,USA,Directed,1016,440398012
CHN,CAN,Directed,1604,342944704
DEU,NLD,Directed,5218,326966021
CHN,NLD,Directed,1614,292881369
CHN,FRA,Directed,1606,291692031
NLD,DEU,Directed,10252,288206232
MEX,USA,Directed,9853,286006214
CHN,AUS,Directed,1603,272897106
KOR,USA,Directed,12336,266385843
KOR,CHN,Directed,12311,255501011
KOR,JPN,Directed,12317,203648797
DEU,GBR,Directed,5253,161555448
CHN,ITA,Directed,1667,161423008
BEL,DEU,Directed,88191,156165082
DEU,CHE,Directed,5244,155885080
CHN,SAU,Directed,1703,154054944
JPN,CHN,Directed,8686,145777304
GBR,IRL,Directed,17686,145257410
ITA,DEU,Directed,88205,133901622
JPN,USA,Directed,8718,131510572
USA,CHN,Directed,19024,129970523
THA,USA,Directed,16180,125217954
NLD,GBR,Directed,10293,123024221
CHN,ESP,Directed,1712,120222388
DEU,FRA,Directed,5185,119943861
BEL,NLD,Directed,92397,108321616
MYS,SGP,Directed,9475,107833433
NLD,BEL,Directed,10238,106150937
IDN,USA,Directed,8051,103358704
FRA,DEU,Directed,88199,102012699
CHN,SGP,Directed,1618,101723334
BEL,GBR,Directed,98670,96837288
CHN,ARE,Directed,1621,96742459
USA,JPN,Directed,19047,96545487
CHN,PAN,Directed,1693,95446530
CHN,SWE,Directed,1716,92672545
CHN,RUS,Directed,1617,89020255
JPN,GBR,Directed,8717,86968302
IRL,GBR,Directed,8382,80914430
THA,SGP,Directed,16176,79568790
CHE,DEU,Directed,15390,77484114
DEU,AUT,Directed,5164,77478485
USA,GBR,Directed,19085,77406522
CHN,BEL,Directed,1632,77044824
USA,SAU,Directed,19073,75333601
CHN,DNK,Directed,1645,74409218
DEU,BEL,Directed,5167,74313512
DNK,DEU,Directed,4148,70050354
GBR,NLD,Directed,17710,69987905
THA,JPN,Directed,16161,68628173
CHN,MEX,Directed,1683,68246412
DEU,USA,Directed,5255,67505649
GBR,DEU,Directed,17675,64686932
AUT,DEU,Directed,88190,60767185
CZE,DEU,Directed,3789,56924835
DEU,ESP,Directed,5241,55492653
CHN,CHE,Directed,1717,55341803
NLD,POL,Directed,10276,54505924
NLD,FRA,Directed,10249,53753237
THA,GBR,Directed,16179,52485387
SWE,NOR,Directed,14756,52468289
CHN,PHL,Directed,1616,49775452
FRA,GBR,Directed,98676,49435180
USA,DEU,Directed,19034,49230388
CHE,NLD,Directed,15406,49176522
ITA,GBR,Directed,98681,48233585
JPN,MYS,Directed,8699,48151798
MYS,USA,Directed,9543,45437670
IDN,GBR,Directed,7990,45282142
SGP,GBR,Directed,13417,44959889
DNK,SWE,Directed,4165,44105563
SGP,MYS,Directed,13399,43482418
DEU,DNK,Directed,5181,42807106
CHE,SWE,Directed,15417,42336085
GBR,USA,Directed,17750,41788135
USA,SGP,Directed,19074,41276131
THA,CHN,Directed,16154,40450670
IDN,JPN,Directed,7982,39861758
SGP,USA,Directed,13418,39444434
CHN,KOR,Directed,1612,38618968
DNK,NLD,Directed,4156,37875706
MYS,JPN,Directed,9464,37780231
CHN,ARG,Directed,1626,36711617
FRA,USA,Directed,99285,36479775
BRA,ARG,Directed,643,36469528
CHN,CHL,Directed,1639,36328189
GBR,FRA,Directed,17672,36181374
DNK,NOR,Directed,4157,36049103
IDN,DEU,Directed,8008,35073118
CHN,AUT,Directed,1628,34944129
CHN,NOR,Directed,1691,34836787
DEU,ITA,Directed,5197,34767905
USA,KOR,Directed,19049,33461596
LKA,USA,Directed,14681,33460096
USA,ARG,Directed,19009,33156227
USA,NLD,Directed,19057,32920980
SWE,DNK,Directed,14738,32770828
PHL,USA,Directed,99364,32488777
USA,AUS,Directed,19010,32384503
KOR,SAU,Directed,12328,32370802
FRA,CHN,Directed,85470,32077386
DEU,SWE,Directed,5243,31915764
MYS,GBR,Directed,9478,31512585
ITA,USA,Directed,99290,31413040
CHN,MYS,Directed,1680,30717852
PRT,ESP,Directed,11947,30688672
FRA,ESP,Directed,96085,30417985
ITA,NLD,Directed,92410,30399285
THA,DEU,Directed,16159,30136275
POL,DEU,Directed,88211,29733868
TUR,DEU,Directed,17178,29510188
ESP,PRT,Directed,14023,29463467
JPN,SGP,Directed,8710,28939321
DEU,CZE,Directed,5179,28818889
NZL,AUS,Directed,11259,28492604
ESP,FRA,Directed,13991,28099141
CHN,EGY,Directed,1723,28052672
CHN,FIN,Directed,1649,27873686
CHN,NZL,Directed,1689,26916582
CHN,BGD,Directed,1631,26712906
SWE,DEU,Directed,14743,26604392
HUN,DEU,Directed,7169,25703380
DOM,USA,Directed,99284,25696698
KOR,DEU,Directed,12314,25488397
GBR,ESP,Directed,17737,25412796
KOR,ESP,Directed,12330,24885304
USA,CHL,Directed,19023,24625838
