Source,Target,Type,Id,Weight
CHN,USA,Directed,8465,4963521603
CHN,VNM,Directed,8107,2766880609
USA,MEX,Directed,48784,2393337009
USA,CAN,Directed,48177,1944687328
CHN,IDN,Directed,53258,1768290804
KOR,CHN,Directed,124001,1695137609
CAN,USA,Directed,5946,1642712633
JPN,CHN,Directed,123972,1313892653
CHN,IND,Directed,135191,1169997808
CHN,EGY,Directed,128460,1083551194
CHN,KOR,Directed,7310,1050735706
CHN,BRA,Directed,6411,1036054350
ITA,DEU,Directed,21964,965406647
CHN,TUR,Directed,8354,959825149
USA,CHN,Directed,124367,957023043
KOR,USA,Directed,33773,932436056
DEU,POL,Directed,16002,904045667
MEX,USA,Directed,164123,877427564
DEU,FRA,Directed,15351,851969365
CHN,JPN,Directed,137971,824926472
CHN,PAK,Directed,7780,794040698
CHN,MEX,Directed,7533,785704924
CHN,BGD,Directed,6325,760237830
CHN,THA,Directed,159401,748954016
MYS,SGP,Directed,154428,747826359
DEU,NLD,Directed,15855,713872268
ITA,FRA,Directed,21924,681091348
CHN,RUS,Directed,151880,677445778
CHN,DEU,Directed,131936,671473341
BEL,DEU,Directed,2703,662208545
DEU,ITA,Directed,15552,644098749
DEU,GBR,Directed,162639,637911395
CHN,PHL,Directed,7855,625700053
KOR,VNM,Directed,188630,624259502
POL,DEU,Directed,31006,608050140
CHN,MYS,Directed,142018,591033265
BLR,RUS,Directed,2190,588109432
CHN,KHM,Directed,98769,568945851
BEL,FRA,Directed,2665,553773915
CHN,CAN,Directed,6552,532875917
DEU,AUT,Directed,117076,511707127
DEU,CZE,Directed,126660,497087637
BEL,NLD,Directed,3077,477381192
CHN,MMR,Directed,6474,473771171
CHN,NGA,Directed,53864,473194263
DEU,BEL,Directed,119080,461088056
IND,USA,Directed,59541,446576978
SGP,PHL,Directed,36612,442961688
ESP,FRA,Directed,39073,439504204
DEU,CHE,Directed,158385,437113536
CHN,ITA,Directed,7196,433372587
CHN,GBR,Directed,162555,431669346
IND,BRA,Directed,121082,428077200
IND,TUR,Directed,160967,425344360
KOR,JPN,Directed,33169,424769267
PRT,ESP,Directed,32458,408585075
NLD,DEU,Directed,28023,397644262
NLD,BEL,Directed,119255,384740103
CHN,AUS,Directed,6278,381311618
AUT,DEU,Directed,1041,368978000
CHN,ARE,Directed,187137,362521759
CHN,ZAF,Directed,155870,358841668
MYS,JPN,Directed,26472,355925664
DEU,ESP,Directed,16240,351503127
DEU,USA,Directed,163929,346133536
CHN,COL,Directed,124472,331861078
CHN,SGP,Directed,154252,329800671
ITA,ESP,Directed,22782,326440443
FRA,DEU,Directed,132028,325725495
THA,CHN,Directed,169644,323621683
CZE,DEU,Directed,9902,315421346
BEL,GBR,Directed,162498,310145903
