Source,Target,Type,Id,Weight
USA,CAN,Directed,19533,310393910
DEU,FRA,Directed,2297,273741045
DEU,NLD,Directed,2335,233491599
CAN,USA,Directed,775,219182712
DEU,ITA,Directed,2312,198928425
ITA,DEU,Directed,20942,193507696
DEU,CHE,Directed,25071,190802194
DEU,GBR,Directed,2378,190455501
NLD,DEU,Directed,20949,186505300
KOR,CHN,Directed,11707,166989973
JPN,KOR,Directed,10761,166315488
BEL,DEU,Directed,20925,158647432
CHE,DEU,Directed,7871,148674376
DEU,BEL,Directed,2267,147214465
DEU,ESP,Directed,2363,139558265
JPN,CHN,Directed,10743,135682450
KOR,JPN,Directed,6450,134614850
FRA,DEU,Directed,20935,121573106
USA,MEX,Directed,22905,119189772
MEX,USA,Directed,5232,118522910
DEU,DNK,Directed,20265,113915248
DEU,AUT,Directed,2263,100486391
JPN,USA,Directed,4328,89053907
AUT,DEU,Directed,20924,81733525
JPN,IDN,Directed,4509,81545722
KOR,THA,Directed,11517,80246472
GBR,DEU,Directed,20965,78676678
JPN,SGP,Directed,24253,67565736
DEU,USA,Directed,2380,65892198
KOR,USA,Directed,6124,65843793
DNK,DEU,Directed,1267,61174002
JPN,DEU,Directed,20944,59040749
SGP,MYS,Directed,6740,58036986
CHN,KOR,Directed,24021,57286334
KOR,SGP,Directed,32737,55196612
KOR,IDN,Directed,6252,54798974
ITA,ESP,Directed,24532,53591405
DEU,TUR,Directed,9730,53372511
DEU,FIN,Directed,2296,50295230
ITA,TUR,Directed,29273,48034699
USA,JPN,Directed,22246,46919562
JPN,MYS,Directed,10763,42883253
CHE,ITA,Directed,8067,42756132
JPN,THA,Directed,10782,41846960
KOR,IND,Directed,6274,40959188
KOR,PAK,Directed,11729,39346533
ESP,PRT,Directed,7198,38502554
USA,AUS,Directed,18909,38409883
DEU,SWE,Directed,2366,38033100
USA,DEU,Directed,21077,37654552
JPN,AUS,Directed,18892,37615291
THA,CHN,Directed,12696,36001500
DEU,PRT,Directed,23666,35355429
ESP,DEU,Directed,7244,34403423
FRA,ESP,Directed,24525,33160451
DEU,GRC,Directed,2301,33155755
USA,KOR,Directed,24041,32735695
PRT,ESP,Directed,24466,32082380
KOR,BGD,Directed,11700,29179754
ITA,CHE,Directed,25076,28925906
DNK,SWE,Directed,1299,28074507
ESP,FRA,Directed,7242,27078546
MEX,ESP,Directed,5104,26565661
JPN,IND,Directed,10775,26444211
