Source,Target,Type,Id,Weight
KOR,CHN,Directed,58040,12505039749
JPN,CHN,Directed,58039,2833057892
USA,CHN,Directed,58048,2183044569
MYS,CHN,Directed,13741,2119235759
THA,CHN,Directed,58046,1721767441
USA,MEX,Directed,67847,1450384399
USA,CAN,Directed,24265,1235127101
CAN,USA,Directed,2862,1069179980
IDN,CHN,Directed,58144,1019757114
MEX,USA,Directed,14320,741155947
DEU,FRA,Directed,7743,572493701
ITA,FRA,Directed,11638,522814702
ITA,DEU,Directed,11643,511080420
BEL,FRA,Directed,1512,493435469
DEU,GBR,Directed,7844,451312456
DEU,NLD,Directed,7791,450034709
DEU,ITA,Directed,7762,423585196
CHN,PHL,Directed,69848,400663541
KOR,USA,Directed,34369,397449919
BEL,DEU,Directed,1516,383054134
DEU,BEL,Directed,7706,342550728
NLD,DEU,Directed,14868,304332048
ITA,GBR,Directed,76859,293443448
BEL,NLD,Directed,1550,291804265
FRA,DEU,Directed,62439,264457250
ITA,CHN,Directed,58038,252955404
DEU,AUT,Directed,55582,246142912
DEU,CHN,Directed,58036,240684069
FRA,BEL,Directed,6753,238047705
CHN,KOR,Directed,100218,234955668
ITA,ESP,Directed,11708,232767839
NLD,BEL,Directed,14848,220943792
DEU,CHE,Directed,7830,211912389
CHN,BGD,Directed,55857,211583948
ARG,BRA,Directed,56802,206889766
DEU,ESP,Directed,73942,204068688
BEL,GBR,Directed,1586,202344304
ITA,BEL,Directed,56177,200475151
JPN,USA,Directed,77701,190579645
DEU,POL,Directed,7805,187781926
GBR,DEU,Directed,22991,180547409
GBR,FRA,Directed,22986,179746063
AUT,DEU,Directed,762,177630506
DEU,USA,Directed,7846,177245480
ESP,FRA,Directed,19314,176548812
FRA,GBR,Directed,76851,175681602
USA,GBR,Directed,76886,175111436
CHN,VNM,Directed,3172,173000933
KOR,IDN,Directed,34325,165055412
CHE,DEU,Directed,20638,161657409
KOR,JPN,Directed,16819,161539413
IRL,GBR,Directed,90599,160780397
MEX,CHN,Directed,80383,152284442
JPN,KOR,Directed,12954,148112898
CHN,USA,Directed,3312,145990258
FRA,ITA,Directed,65386,143176903
DEU,DNK,Directed,7732,139823586
ITA,NLD,Directed,11677,138714069
FRA,ESP,Directed,6538,138373573
USA,JPN,Directed,24307,138072553
DEU,CZE,Directed,7730,135563815
CAN,CHN,Directed,58034,126692916
JPN,MYS,Directed,85163,126314974
NLD,FRA,Directed,14866,125323577
BEL,ITA,Directed,65373,124165463
GBR,IRL,Directed,23004,121734245
USA,BRA,Directed,79643,117954028
USA,DEU,Directed,24175,116662999
USA,NLD,Directed,24204,115259375
SVK,CZE,Directed,18651,112488843
PHL,CHN,Directed,58041,112420926
CHN,IDN,Directed,3157,112277113
GBR,CHN,Directed,58047,111593530
USA,KOR,Directed,24311,111293396
NLD,GBR,Directed,14933,111139180
USA,BEL,Directed,24254,108359735
CHN,LKA,Directed,3416,105980722
GBR,ITA,Directed,65421,105583627
CHN,MYS,Directed,3163,104201385
JPN,IDN,Directed,32154,103367028
SWE,DEU,Directed,19871,102896087
USA,AUS,Directed,55223,100846342
CHN,JPN,Directed,3160,100701591
GBR,BEL,Directed,22947,100657981
CHN,THA,Directed,3174,99899182
CHN,SGP,Directed,3171,99871368
ESP,ITA,Directed,84492,98369967
CHE,ITA,Directed,20844,98357288
CHN,ITA,Directed,26914,94355910
GBR,NLD,Directed,68548,92696408
CHN,BRA,Directed,56604,89603248
FRA,NLD,Directed,68516,85528174
ESP,PRT,Directed,19265,84701065
CHN,TUR,Directed,75828,84655560
ESP,DEU,Directed,62471,81924470
SGP,CHN,Directed,58043,81719960
BEL,ESP,Directed,1572,79501652
ITA,GRC,Directed,11645,76652801
DEU,TUR,Directed,7837,73481429
SGP,MYS,Directed,18240,73054586
ITA,CHE,Directed,74742,71903852
KOR,DEU,Directed,16809,70544583
GBR,USA,Directed,77727,70234710
ISR,USA,Directed,10937,70131599
DNK,DEU,Directed,82795,69936648
CRI,USA,Directed,4244,69710256
JPN,THA,Directed,89584,69312205
KOR,ARE,Directed,34045,68683222
NLD,ITA,Directed,14878,67661095
DEU,SWE,Directed,7829,66686320
CHN,AUS,Directed,3152,66652246
ITA,AUT,Directed,11604,64984096
USA,SGP,Directed,24222,64328135
CZE,DEU,Directed,4668,64101709
KOR,KAZ,Directed,66225,64027913
ITA,USA,Directed,77700,63957351
ITA,TUR,Directed,90028,63415309
DEU,RUS,Directed,71663,63362311
SWE,GBR,Directed,20048,61378230
PRT,ESP,Directed,16212,61290622
ITA,POL,Directed,70172,60830339
BRA,ARG,Directed,2179,58646388
SWE,NOR,Directed,19890,58422203
CHN,ESP,Directed,3173,57963633
CHE,FRA,Directed,20837,56914469
MYS,SGP,Directed,13907,56658780
IRL,DEU,Directed,82800,55910652
KOR,SAU,Directed,33905,55406846
JPN,DEU,Directed,62447,55392172
GBR,ESP,Directed,23070,54892387
KOR,SGP,Directed,101285,54870766
USA,ARG,Directed,54912,53712513
KOR,PHL,Directed,16930,53703785
USA,FRA,Directed,61699,53059938
IND,USA,Directed,9711,52972071
SWE,USA,Directed,19910,51246438
KOR,TUR,Directed,17095,51156717
NLD,CHN,Directed,14542,51124867
KOR,MEX,Directed,85447,50961953
AUS,CHN,Directed,164,50492298
AUT,FRA,Directed,761,50135896
KOR,BGD,Directed,34301,49722883
FIN,SWE,Directed,5826,49472885
USA,COL,Directed,38116,49271856
CHN,ARE,Directed,3175,48935139
KOR,IND,Directed,34353,48426260
DEU,PRT,Directed,7806,48208240
BEL,POL,Directed,1559,48156380
TUR,ITA,Directed,65556,48113875
SWE,DNK,Directed,19995,48033836
KOR,BRA,Directed,17019,47734717
CHN,IND,Directed,3476,47649643
ESP,GBR,Directed,19470,47131817
KOR,AUS,Directed,55203,47077520
KOR,POL,Directed,99922,46826373
IRL,FRA,Directed,10648,46675632
TUR,GBR,Directed,77010,46591193
ITA,SAU,Directed,11835,46539029
RUS,KAZ,Directed,66231,46073575
IDN,JPN,Directed,97570,45346523
BEL,RUS,Directed,71593,45243063
FRA,USA,Directed,77692,45192561
JPN,SGP,Directed,12987,45104414
KOR,VNM,Directed,17084,45059834
