Source,Target,Type,Id,Weight
CHN,USA,Directed,8306,4095667223
CHN,VNM,Directed,7947,3081020606
USA,MEX,Directed,47779,2510888506
USA,CAN,Directed,47145,1876468364
KOR,CHN,Directed,121371,1690276774
CHN,IDN,Directed,6987,1607009531
CAN,USA,Directed,5891,1488732231
JPN,CHN,Directed,121346,1328375572
CHN,IND,Directed,7888,1161363256
USA,CHN,Directed,121720,1108485713
CHN,KOR,Directed,7175,1061869310
CHN,PHL,Directed,146463,1047004677
CHN,KHM,Directed,96854,996937440
ITA,DEU,Directed,21430,918656330
CHN,BGD,Directed,6240,900118553
CHN,TUR,Directed,158503,897083684
KOR,USA,Directed,64482,862912475
DEU,FRA,Directed,127863,858384618
DEU,POL,Directed,15647,852365440
CHN,PAK,Directed,7622,803079049
CHN,BRA,Directed,6319,798504390
CHN,THA,Directed,8119,795089369
CHN,JPN,Directed,75048,759030831
CHN,EGY,Directed,125585,746878945
MEX,USA,Directed,26581,725278865
ITA,FRA,Directed,21388,686388461
CHN,MEX,Directed,7390,678421350
CHN,DEU,Directed,6839,676861419
DEU,GBR,Directed,160456,676551287
DEU,NLD,Directed,15490,671511955
DEU,ITA,Directed,15188,634844270
CHN,RUS,Directed,149689,610235414
CHN,MYS,Directed,7309,608899520
BEL,DEU,Directed,2787,586280821
BLR,RUS,Directed,149651,542511391
BEL,FRA,Directed,2757,536662188
KOR,VNM,Directed,64348,523980584
DEU,AUT,Directed,115046,499839824
NLD,DEU,Directed,27394,473702769
POL,DEU,Directed,30597,468905625
CHN,CAN,Directed,6437,468768046
DEU,CZE,Directed,123880,460335226
DEU,BEL,Directed,116939,456143897
DEU,CHE,Directed,156410,454708242
CHN,GBR,Directed,8277,451496740
CHN,AUS,Directed,6186,426787776
CHN,IRN,Directed,133191,425247615
IND,TUR,Directed,19072,404720546
CHN,ARE,Directed,184167,401963467
NLD,BEL,Directed,117124,398390150
CHN,ITA,Directed,134269,397070432
IND,USA,Directed,58326,396900544
ESP,FRA,Directed,38326,386389439
KOR,JPN,Directed,135250,385559669
DEU,ESP,Directed,154489,379458023
AUT,DEU,Directed,1198,366506349
PRT,ESP,Directed,31962,355917548
CHN,NLD,Directed,7492,351844710
BEL,NLD,Directed,3187,346627608
IND,BRA,Directed,17913,339633645
CHN,LKA,Directed,6476,334388562
CHN,ZAF,Directed,7979,333047459
CHN,SAU,Directed,7840,328742314
ARE,IRN,Directed,69493,318182938
FRA,DEU,Directed,13422,316645638
THA,CHN,Directed,166901,315800202
CHN,ESP,Directed,154378,308903489
CHN,BEL,Directed,6272,305212830
ITA,ESP,Directed,22269,303700651
THA,IDN,Directed,41963,302940342
