Source,Target,Type,Id,Weight
USA,MEX,Directed,189158,9856579551
KOR,CHN,Directed,28449,1880135431
CHN,VNM,Directed,152302,1861858922
CHN,USA,Directed,151327,1688664297
USA,CAN,Directed,42507,1641790528
CAN,USA,Directed,5374,1375443265
JPN,CHN,Directed,19073,1346634402
CHN,IDN,Directed,123501,1127340387
USA,CHN,Directed,42558,889187221
DEU,NLD,Directed,132897,887415782
CHN,BGD,Directed,108150,861554908
DEU,FRA,Directed,11619,853878669
ITA,DEU,Directed,17816,849781456
CHN,KHM,Directed,179183,820305238
DEU,POL,Directed,12332,745904642
CHN,BRA,Directed,110646,738524171
KOR,USA,Directed,59300,702862091
CHN,IND,Directed,122973,696276528
ITA,FRA,Directed,118903,651799738
NLD,DEU,Directed,23817,617003919
MEX,USA,Directed,22979,613026897
DEU,GBR,Directed,150264,599982207
CHN,RUS,Directed,139609,593335097
BEL,FRA,Directed,2318,587030770
DEU,ITA,Directed,11841,581288484
CHN,KOR,Directed,138212,576022071
BEL,DEU,Directed,2356,562212395
NLD,BEL,Directed,109280,532143922
CHN,MEX,Directed,130699,529390003
CHN,ARE,Directed,48369,487022972
CHN,THA,Directed,146720,478322801
DEU,AUT,Directed,107142,474204654
CHN,EGY,Directed,116686,472931214
CHN,TUR,Directed,148319,464468911
DEU,CHE,Directed,145765,458588451
CHN,JPN,Directed,125706,443344120
CHN,PAK,Directed,135365,442989519
DEU,BEL,Directed,109110,417328845
DEU,CZE,Directed,115039,414996986
CHN,PHL,Directed,136484,392416104
BEL,NLD,Directed,132744,380961566
CHN,DEU,Directed,120156,373891213
KOR,JPN,Directed,125839,370005670
KOR,VNM,Directed,59164,367071847
ESP,FRA,Directed,34014,365984796
IND,TUR,Directed,15587,360413484
AUT,DEU,Directed,874,344882426
BLR,RUS,Directed,1896,344760185
IND,BRA,Directed,14452,343125835
POL,DEU,Directed,26906,338439718
ARE,IRN,Directed,63941,328266771
THA,CHN,Directed,37134,325663205
NLD,FRA,Directed,78862,316028753
FRA,DEU,Directed,120252,301257967
CHN,MYS,Directed,129495,298017986
IND,USA,Directed,53288,289728877
JPN,KOR,Directed,19308,279169339
CHN,LKA,Directed,144507,278492253
THA,IDN,Directed,37310,278376270
MYS,JPN,Directed,21939,276114962
DEU,RUS,Directed,139709,275293514
PRT,ESP,Directed,28123,275186395
BEL,GBR,Directed,3184,266151438
ITA,ESP,Directed,18610,264202121
DEU,ESP,Directed,143976,263886373
DEU,TUR,Directed,148393,263590355
DEU,USA,Directed,12816,258417128
CHN,NGA,Directed,134335,257734875
CZE,DEU,Directed,6467,253212015
ITA,GBR,Directed,150345,247862994
CHN,ITA,Directed,124910,246046641
THA,VNM,Directed,62476,241182744
DEU,CHN,Directed,11399,239960921
CHN,GBR,Directed,150194,229998772
VNM,TUR,Directed,148694,224296871
FRA,BEL,Directed,109099,224230691
FRA,MEX,Directed,130779,224033645
TUR,RUS,Directed,140064,221778265
CHE,DEU,Directed,120712,221021732
CHN,ZAF,Directed,143292,220972806
CHN,SAU,Directed,48057,220951140
GBR,DEU,Directed,41220,220760067
KOR,DEU,Directed,160672,219337178
CHN,IRN,Directed,123887,217183637
CHN,AUS,Directed,106568,204840214
IDN,JPN,Directed,15955,202086808
FRA,GBR,Directed,150258,201815062
IDN,TUR,Directed,16270,201254743
ITA,NLD,Directed,132948,200376765
FRA,ITA,Directed,125006,197684349
CHN,CAN,Directed,112409,195792285
NLD,GBR,Directed,24614,194358978
THA,JPN,Directed,125966,194146901
FRA,ESP,Directed,143965,189237177
NLD,ITA,Directed,23946,188922844
KOR,IDN,Directed,58803,186795298
IDN,BRA,Directed,75595,185649379
CHN,KGZ,Directed,90818,180615979
MYS,TUR,Directed,22208,178572723
TUR,IRQ,Directed,38689,176455831
MYS,KOR,Directed,21962,175796056
RUS,KAZ,Directed,30320,174759770
ITA,POL,Directed,18386,174659782
MYS,IDN,Directed,21903,174091670
OMN,USA,Directed,151635,173397476
CHN,UKR,Directed,149089,170927358
ESP,PRT,Directed,34586,170324806
ITA,BEL,Directed,109177,169337798
DEU,DNK,Directed,11513,169020335
CHN,FRA,Directed,118748,167649610
JPN,USA,Directed,151551,167533250
ESP,DEU,Directed,34044,165846233
CHN,SGP,Directed,141804,165192887
CHN,ESP,Directed,143886,161965064
PRT,FRA,Directed,27720,161518498
CHN,JOR,Directed,126052,158738510
RUS,BLR,Directed,30162,156531149
KOR,RUS,Directed,59105,155718834
BEL,ITA,Directed,124836,154970205
CHN,DZA,Directed,105426,154756132
USA,BEL,Directed,42414,154331289
GBR,IRL,Directed,41343,153284978
TUR,GBR,Directed,39491,152849245
DEU,HUN,Directed,122243,152215451
ITA,CHE,Directed,145837,149716173
IDN,USA,Directed,16306,147900096
EGY,TUR,Directed,8415,146214212
GBR,FRA,Directed,41196,145874894
MYS,SGP,Directed,141983,145385079
DEU,ROU,Directed,12390,145210336
DEU,SWE,Directed,12619,144733393
CHN,CHL,Directed,90276,143492850
CHN,PER,Directed,167501,142385685
IRL,GBR,Directed,54062,141812912
POL,RUS,Directed,27249,141703843
DNK,DEU,Directed,160579,138881244
IND,ARE,Directed,15564,138092489
ITA,AUT,Directed,107201,136171197
ESP,ITA,Directed,34189,133487320
KOR,TUR,Directed,29318,133321338
USA,BRA,Directed,42453,130422503
IDN,KOR,Directed,75710,129951264
IND,EGY,Directed,15617,129157442
USA,GBR,Directed,43687,127330478
BEL,POL,Directed,136675,126926821
MYS,AUS,Directed,106752,126418497
LUX,DEU,Directed,21378,126366164
CZE,POL,Directed,70916,126204228
TUR,ITA,Directed,125448,125431138
IDN,THA,Directed,16244,123809485
ESP,GBR,Directed,34874,123232278
ITA,TUR,Directed,197254,121908315
ITA,CHN,Directed,17570,121896487
CHN,ISR,Directed,162585,121637740
TUR,IRN,Directed,38683,120412176
CHN,POL,Directed,136719,119817078
KOR,BRA,Directed,58553,119065321
UKR,RUS,Directed,140079,117208605
KOR,IRN,Directed,58822,117137507
KOR,ITA,Directed,58848,116763800
LUX,FRA,Directed,118987,116292955
IND,BGD,Directed,14404,116206504
USA,DEU,Directed,120822,115604019
POL,UKR,Directed,27416,114886719
ITA,ROU,Directed,18435,114274037
CHN,BEL,Directed,109038,113582357
POL,CZE,Directed,115230,113439046
FRA,NLD,Directed,132878,113320829
ISR,USA,Directed,17266,112281236
THA,MEX,Directed,131158,112083237
THA,BGD,Directed,62070,111737322
MYS,CHN,Directed,21825,111538707
GBR,NLD,Directed,133264,111521148
TUR,AZE,Directed,38221,108756524
CZE,SVK,Directed,6867,108350106
KOR,GBR,Directed,59285,108057668
PRT,GBR,Directed,150508,107963172
TUR,BEL,Directed,109513,105692687
DEU,SVK,Directed,142353,105399493
ITA,CZE,Directed,115123,105121210
SWE,NOR,Directed,134967,103817278
DEU,LUX,Directed,128915,103771598
MYS,THA,Directed,22182,102828823
FRA,POL,Directed,136811,102751556
SAU,ARE,Directed,30903,102693711
CHN,KEN,Directed,47472,102598618
IRN,IRQ,Directed,16371,102386568
CHN,KAZ,Directed,163659,101905186
USA,EGY,Directed,159212,99583463
THA,IND,Directed,123335,98993914
TUR,DEU,Directed,120758,98612330
SAU,EGY,Directed,30932,98517475
USA,JPN,Directed,42982,96572143
JPN,THA,Directed,19649,96076513
CHN,COL,Directed,68941,95387796
KOR,IND,Directed,123123,94945126
SVK,CZE,Directed,115319,94896397
JPN,IDN,Directed,55410,94394355
TUR,ROU,Directed,39147,94184360
THA,USA,Directed,37888,93616750
TUR,USA,Directed,151895,92745050
BEL,CZE,Directed,114909,91410080
CHN,MAR,Directed,209281,91384906
CHN,NLD,Directed,132807,91185237
SWE,DEU,Directed,35360,90998249
BEL,ESP,Directed,143829,90632993
TUR,BGR,Directed,38331,89915170
KOR,MEX,Directed,130932,89628805
IND,ITA,Directed,14879,89353454
AUT,FRA,Directed,840,87676017
USA,AUS,Directed,106972,87482531
GBR,ITA,Directed,41373,86991164
JPN,VNM,Directed,152401,85909708
KOR,ARE,Directed,174296,83536959
THA,MYS,Directed,37477,83032224
IND,DEU,Directed,160799,82588452
USA,KOR,Directed,138641,82432955
TUR,UKR,Directed,149482,82428266
BRA,ARG,Directed,176309,81532238
IDN,CHN,Directed,15836,80979944
ESP,MAR,Directed,34410,80607147
ITA,RUS,Directed,139760,80389754
CHN,GTM,Directed,47238,79778175
THA,KOR,Directed,138572,79494970
GBR,USA,Directed,151925,78557502
CHN,ARG,Directed,90050,78085859
TUR,GEO,Directed,38579,77283159
IND,NPL,Directed,166156,77243551
THA,PHL,Directed,37627,76393354
MYS,IND,Directed,22111,76366280
ITA,USA,Directed,151535,76023888
IND,ESP,Directed,53146,75906980
ITA,SVN,Directed,142869,75887095
USA,SLV,Directed,117350,75769725
KOR,POL,Directed,167998,75548330
TUR,NLD,Directed,39015,75013821
ITA,GRC,Directed,17840,74533778
GBR,BEL,Directed,109550,74491784
FIN,SWE,Directed,9471,74336489
IND,BEL,Directed,52493,73506361
BEL,USA,Directed,151256,73291242
KOR,PHL,Directed,29055,72936109
IDN,MYS,Directed,16010,72873899
USA,DOM,Directed,42658,71818585
ARE,OMN,Directed,40443,71677786
KOR,ESP,Directed,59193,71497345
KOR,MYS,Directed,28870,71333030
GBR,CHN,Directed,41026,71230199
TUR,POL,Directed,137196,71153497
ARE,USA,Directed,40745,70964197
TUR,EGY,Directed,117016,70706478
KOR,BEL,Directed,58538,70371885
GBR,POL,Directed,137233,70021456
USA,SGP,Directed,142197,69857223
CHN,MMR,Directed,68829,69820096
ITA,DZA,Directed,105503,69697699
NLD,POL,Directed,24276,69672461
SVK,DEU,Directed,32100,69623443
ESP,BEL,Directed,33716,69553598
GBR,ESP,Directed,41946,69509125
ESP,CHN,Directed,33830,69370216
ESP,NLD,Directed,83492,68907598
RUS,UKR,Directed,149372,68815232
KOR,AUS,Directed,58491,68734427
JPN,DEU,Directed,19188,68711816
BEL,TUR,Directed,3125,68485657
SGP,CHN,Directed,31479,67832647
KOR,THA,Directed,59233,67684904
DEU,FIN,Directed,118305,67510176
IND,IRN,Directed,123992,67429232
FRA,USA,Directed,198754,67254685
DEU,UKR,Directed,149168,67196378
BEL,RUS,Directed,139550,67145406
PRT,DEU,Directed,27738,66565813
IND,MEX,Directed,15109,66227122
MYS,VNM,Directed,22144,66120199
POL,GBR,Directed,27453,64919255
POL,LTU,Directed,128665,64487355
VNM,THA,Directed,147273,64433751
AUT,CHE,Directed,145591,64418477
TUR,ESP,Directed,144392,63724956
KOR,SAU,Directed,59117,62961761
DEU,LTU,Directed,128546,62831401
ARG,BRA,Directed,110568,62158459
DEU,IND,Directed,123034,62062602
FIN,POL,Directed,9361,61865153
SWE,DNK,Directed,35283,61772444
TUR,FRA,Directed,38538,61647620
IND,GBR,Directed,15638,61572687
TUR,KAZ,Directed,126661,61478265
BEL,CHN,Directed,2158,61342950
AUT,ITA,Directed,972,61167995
