Source,Target,Type,Id,Weight
KOR,CHN,Directed,35954,6216069951
DEU,NLD,Directed,4045,4315328404
JPN,CHN,Directed,35953,1867483135
USA,CHN,Directed,35962,1087537303
USA,CAN,Directed,14624,925385083
THA,CHN,Directed,35960,784833349
MYS,CHN,Directed,35955,739513675
CAN,USA,Directed,1041,723680158
NLD,ITA,Directed,8561,488575717
USA,MEX,Directed,41605,454593890
NLD,DEU,Directed,8549,295763843
IDN,CHN,Directed,36161,291273940
KOR,USA,Directed,55254,234390806
DEU,FRA,Directed,4001,226140230
DEU,GBR,Directed,4088,211094868
JPN,USA,Directed,47430,200133078
DEU,CHE,Directed,46091,196967862
IRL,DEU,Directed,6492,196591674
CHN,LKA,Directed,45387,193862368
ITA,DEU,Directed,38415,188840476
MEX,USA,Directed,7986,182960032
CHN,BGD,Directed,34731,182629147
DEU,ITA,Directed,4021,177844838
CHE,DEU,Directed,38488,177817301
DEU,USA,Directed,47421,175240047
DEU,ESP,Directed,45137,171966303
CHN,PHL,Directed,1902,169620421
DEU,CHN,Directed,35951,168821415
USA,JPN,Directed,14668,155511255
CHN,KOR,Directed,60797,154205627
BEL,DEU,Directed,38395,149613857
ITA,CHN,Directed,35952,146228792
NLD,BEL,Directed,8420,144236177
JPN,KOR,Directed,6999,143435245
KOR,IDN,Directed,20207,140045065
DEU,BEL,Directed,3967,134221529
CHN,USA,Directed,1318,113598174
CHN,PRK,Directed,1517,112141205
SGP,CHN,Directed,10881,111320315
BEL,NLD,Directed,42103,106554573
JPN,IDN,Directed,50973,105917084
IRL,GBR,Directed,18403,104722940
DEU,AUT,Directed,3964,102527824
CHN,MYS,Directed,1312,102356761
IRL,NLD,Directed,6500,98683061
USA,DEU,Directed,14647,96353586
FRA,DEU,Directed,38409,95521840
AUT,DEU,Directed,38394,94425030
GBR,DEU,Directed,38445,93584276
DEU,DNK,Directed,37471,93575346
USA,NLD,Directed,14687,87938079
USA,AUS,Directed,14609,87704693
USA,KOR,Directed,14672,86144060
SGP,MYS,Directed,11077,83077218
CHN,SGP,Directed,44732,81133080
KOR,JPN,Directed,40683,80829510
CHN,TUR,Directed,46924,79771359
DEU,TUR,Directed,54620,77806941
CHN,THA,Directed,46302,77375023
ITA,NLD,Directed,42081,76979603
USA,GBR,Directed,14729,73158547
ITA,ESP,Directed,45144,71879197
JPN,MYS,Directed,18684,71339211
CAN,CHN,Directed,36183,70723580
NLD,IRL,Directed,8453,68194323
CHN,IDN,Directed,1335,63040406
SWE,DEU,Directed,12249,62169940
KOR,SGP,Directed,61228,61131754
GBR,USA,Directed,47449,61089803
SVK,CZE,Directed,37286,59912486
DEU,SWE,Directed,45745,58912100
JPN,THA,Directed,18704,58502469
CHN,ARE,Directed,16052,57799558
CHN,VNM,Directed,1361,57520104
NLD,GBR,Directed,8617,57306268
USA,BEL,Directed,14615,56963890
JPN,DEU,Directed,38416,55715408
GBR,CHN,Directed,35961,55074010
CHN,JPN,Directed,1310,54330203
DNK,DEU,Directed,50179,52680445
KOR,IND,Directed,20230,52439624
CHN,CAN,Directed,1378,51430873
GBR,IRL,Directed,40386,51296527
KOR,PAK,Directed,20225,51280023
GBR,ESP,Directed,45091,50783203
USA,BRA,Directed,23050,50764947
ESP,PRT,Directed,11573,49681446
ITA,TUR,Directed,54595,49488835
CHN,MUS,Directed,41278,49314743
JPN,SGP,Directed,7031,49163711
ESP,FRA,Directed,11538,49089287
KOR,BGD,Directed,20191,48744145
CHN,GBR,Directed,1317,48069243
GBR,NLD,Directed,42142,47927388
CHN,AUS,Directed,34383,47700311
NLD,FRA,Directed,8546,47642795
ESP,DEU,Directed,38437,47299263
CHE,ITA,Directed,13081,47126739
SWE,NOR,Directed,12149,46838883
DNK,SWE,Directed,2877,44476632
MYS,SGP,Directed,44851,44435089
PHL,CHN,Directed,35957,43836848
AUS,CHN,Directed,35946,41248701
PRT,ESP,Directed,9567,40801672
FRA,ESP,Directed,45136,40415563
FRA,NLD,Directed,42114,39717659
BRA,ARG,Directed,34218,39614245
BRA,USA,Directed,627,39288656
DEU,CZE,Directed,3990,38223078
FRA,CHN,Directed,35950,37867281
DEU,PRT,Directed,43423,37804291
ESP,DZA,Directed,47806,37641863
DEU,POL,Directed,4056,37612724
ARG,BRA,Directed,35174,37312564
IRL,BEL,Directed,6484,36856228
SWE,DNK,Directed,12243,36737454
IDN,KOR,Directed,60798,36693655
IRL,FRA,Directed,6491,36431542
DEU,GRC,Directed,38872,36423496
NOR,SWE,Directed,9390,36368426
USA,SGP,Directed,14713,36111432
FIN,SWE,Directed,45743,34969028
THA,SGP,Directed,13553,34177101
SWE,GBR,Directed,12302,33972622
CHN,DEU,Directed,38233,33669012
JPN,RUS,Directed,7028,33266264
DEU,IRL,Directed,4019,32532582
SWE,FIN,Directed,37955,32326354
KOR,AUS,Directed,34506,31939161
JPN,AUS,Directed,34505,31272600
DEU,FIN,Directed,37934,31045149
USA,CHL,Directed,23054,30804766
KOR,LKA,Directed,20198,30574154
FIN,DEU,Directed,3311,30536898
USA,IDN,Directed,23014,30511732
KOR,THA,Directed,10374,30468312
CZE,DEU,Directed,2506,30223241
NLD,CHN,Directed,35956,30021460
ITA,CHE,Directed,46096,29812213
ITA,GRC,Directed,38875,29474655
AUS,NZL,Directed,42484,28777384
CHE,FRA,Directed,12960,28743679
USA,COL,Directed,49083,28653307
USA,SAU,Directed,14379,28548438
CHN,ITA,Directed,1309,27501054
MYS,IDN,Directed,50976,27307350
KOR,SAU,Directed,61044,26975832
BEL,ESP,Directed,45127,26521481
MEX,ARG,Directed,47959,26430704
USA,DZA,Directed,55374,26026480
CHN,NGA,Directed,1313,25891678
USA,PHL,Directed,14370,25797510
ITA,USA,Directed,47428,25647880
ESP,ITA,Directed,20930,25528399
DNK,NOR,Directed,2866,25179538
USA,ARG,Directed,14608,25088960
BEL,CHN,Directed,35947,25045633
KOR,MEX,Directed,41672,24864882
DEU,HUN,Directed,4015,24730871
KOR,DEU,Directed,10106,24345564
USA,FRA,Directed,14643,23752104
ITA,GBR,Directed,54946,23308697
SWE,NLD,Directed,12147,23008450
DEU,AUS,Directed,34446,22983987
DEU,MAR,Directed,41890,22865704
DEU,NOR,Directed,42908,22767340
JPN,IND,Directed,18698,22693461
CHE,AUT,Directed,12941,22583672
NLD,DNK,Directed,8539,22390888
JPN,SAU,Directed,61041,22344847
CHE,GBR,Directed,13112,22328503
BEL,USA,Directed,63319,22040524
TUR,SYR,Directed,14098,21970302
TUR,ITA,Directed,14076,21895584
NLD,SWE,Directed,8606,21805140
CHE,BEL,Directed,12943,21648747
DEU,JPN,Directed,59246,21615368
CHN,IND,Directed,1316,21340981
ESP,MAR,Directed,51817,21283081
FRA,USA,Directed,47420,21135377
KOR,ARE,Directed,20064,21044378
USA,THA,Directed,14722,20930000
IRL,ESP,Directed,6509,20723411
NLD,CHE,Directed,46101,20236901
MYS,THA,Directed,54303,19652836
NLD,USA,Directed,8619,19606885
IDN,SGP,Directed,6376,19497980
CHN,MEX,Directed,41487,19411039
KOR,VNM,Directed,20232,19321709
SWE,FRA,Directed,12248,19314730
ITA,PRT,Directed,43502,19226363
ROU,TUR,Directed,10727,19158831
CZE,SVK,Directed,2520,18930858
CAN,AUS,Directed,1102,18856855
KOR,CAN,Directed,20197,18850524
COL,BRA,Directed,16322,18748604
NLD,ESP,Directed,8603,18520119
USA,ESP,Directed,45250,18517072
GBR,SWE,Directed,45762,18274177
DNK,NLD,Directed,52014,18170804
DEU,SAU,Directed,4063,18109802
ISR,USA,Directed,47427,17882365
AUT,CHE,Directed,46082,17866295
BRA,CHL,Directed,35775,17849633
CHN,ESP,Directed,1544,17556510
CHE,NLD,Directed,12901,17360137
USA,TUR,Directed,23039,17116122
KOR,MYS,Directed,41048,17015908
IDN,GBR,Directed,6387,16935070
JPN,IRN,Directed,18678,16916251
CHN,SAU,Directed,53193,16908056
IND,ARE,Directed,47253,16738217
NZL,AUS,Directed,9145,16719624
IRL,ITA,Directed,18371,16584260
CHN,FRA,Directed,1382,16478283
GBR,AUS,Directed,34525,16431301
ESP,GBR,Directed,11594,16402144
FIN,GBR,Directed,62998,16282275
GBR,DNK,Directed,37495,16194213
BEL,SWE,Directed,45736,16162063
JPN,GBR,Directed,18708,16146098
THA,MYS,Directed,13539,16101393
USA,RUS,Directed,14705,15923063
FRA,CHE,Directed,46090,15665520
KOR,PHL,Directed,10141,15605296
JPN,PHL,Directed,18694,15558980
CHE,USA,Directed,21540,15491343
USA,NZL,Directed,42513,15422480
KOR,EGY,Directed,20239,15392541
MEX,GTM,Directed,8041,15242316
BEL,GBR,Directed,54934,15217123
KOR,TUR,Directed,47102,15086990
FIN,NOR,Directed,42906,14871951
AUT,NLD,Directed,42102,14701914
TUR,USA,Directed,14000,14694806
CHN,BRA,Directed,1630,14644164
RUS,TUR,Directed,54635,14601920
IDN,USA,Directed,6318,14595489
FIN,DNK,Directed,3309,14375246
DEU,TUN,Directed,54445,14211091
DNK,GBR,Directed,2957,14093828
TUR,GBR,Directed,14101,14070125
CHE,SWE,Directed,45759,13938229
PRT,GBR,Directed,28367,13869817
CHN,EGY,Directed,1903,13867285
GRC,GBR,Directed,63026,13799330
USA,ITA,Directed,14553,13711929
MEX,CHN,Directed,48873,13694098
THA,USA,Directed,47445,13623836
FIN,VNM,Directed,24930,13583442
JPN,NLD,Directed,7011,13436312
BLR,DEU,Directed,50173,13342877
MAR,DZA,Directed,55369,13323752
IDN,IND,Directed,39928,13168523
JPN,PAK,Directed,18692,13057047
HUN,DEU,Directed,38411,12936695
USA,GTM,Directed,23069,12932492
IDN,AUS,Directed,6197,12549080
USA,ECU,Directed,23062,12405700
