Source,Target,Type,Id,Weight
KOR,CHN,Directed,123918,5728880050
THA,CHN,Directed,88455,2952140778
JPN,CHN,Directed,123891,2522017946
USA,CAN,Directed,33931,1748078095
CAN,USA,Directed,119030,1627112508
USA,CHN,Directed,88497,1427241760
USA,MEX,Directed,104096,1416926651
IDN,CHN,Directed,88168,925955314
DEU,GBR,Directed,118091,872616208
MYS,CHN,Directed,88278,825664407
DEU,FRA,Directed,10659,756557669
ITA,FRA,Directed,15741,704980690
CHN,PHL,Directed,5542,700191706
ITA,DEU,Directed,15760,665469267
KOR,USA,Directed,47861,602889870
MEX,USA,Directed,140200,571828780
DEU,ITA,Directed,10832,548643553
CHN,KHM,Directed,143269,543767696
DEU,NLD,Directed,11106,541314852
GBR,MAR,Directed,69457,536476545
BEL,FRA,Directed,2145,499068469
DEU,POL,Directed,107899,495884043
CHN,USA,Directed,5903,489305754
ITA,GBR,Directed,118172,476706115
DEU,CHN,Directed,88141,449734173
DEU,BEL,Directed,84993,418181573
BEL,DEU,Directed,2168,413191927
ITA,ESP,Directed,113622,406202386
CHN,THA,Directed,5782,404759536
FRA,DEU,Directed,9275,361713700
BEL,NLD,Directed,2483,340492858
DEU,USA,Directed,119148,337806357
DEU,ESP,Directed,11458,335103367
DEU,AUT,Directed,10279,334702033
DEU,CHE,Directed,11512,334088503
DEU,CZE,Directed,10532,333056645
NLD,DEU,Directed,20278,324217769
GBR,DEU,Directed,32722,322916814
FRA,BEL,Directed,8942,319830098
JPN,USA,Directed,119244,304917123
CHN,KOR,Directed,55831,304808601
CHN,BGD,Directed,55409,299376506
CHN,VNM,Directed,5675,289652366
BEL,GBR,Directed,117966,281202991
ESP,FRA,Directed,27024,273772563
CHN,AUS,Directed,4593,269577074
CHN,LKA,Directed,55492,267970228
IRL,GBR,Directed,118144,260844662
KOR,JPN,Directed,99900,257648687
FRA,GBR,Directed,118067,244458684
VNM,CHN,Directed,88399,232616816
FRA,ITA,Directed,99104,228051406
AUT,DEU,Directed,987,226092981
DEU,RUS,Directed,109971,225737045
FRA,ESP,Directed,9945,219660595
CHE,DEU,Directed,95212,209688764
ITA,BEL,Directed,85056,207877097
CHN,GBR,Directed,5878,206480532
CHN,IDN,Directed,5066,202408000
GBR,IRL,Directed,32852,199428014
ITA,CHN,Directed,88213,198885303
CHN,JPN,Directed,5161,198551243
NLD,BEL,Directed,85125,195318721
ESP,PRT,Directed,27466,185734523
USA,GBR,Directed,35065,179868667
USA,DEU,Directed,34185,179696897
JPN,KOR,Directed,17249,179016459
DEU,TUR,Directed,11604,178138691
ESP,ITA,Directed,129691,175699751
GBR,FRA,Directed,32693,175096782
CZE,DEU,Directed,6815,168978590
USA,JPN,Directed,34392,162890493
LUX,FRA,Directed,18592,160865429
MYS,JPN,Directed,19053,160528681
KOR,VNM,Directed,23681,157846016
USA,BEL,Directed,33839,157441037
DEU,DNK,Directed,90895,157332611
GBR,CHN,Directed,88485,156356289
GBR,ITA,Directed,32885,153547503
ITA,NLD,Directed,16197,152347785
KOR,IDN,Directed,47327,151864935
NLD,FRA,Directed,20248,150147183
NLD,GBR,Directed,118273,148734234
GBR,USA,Directed,119600,148563341
CAN,CHN,Directed,123789,145709035
BEL,ITA,Directed,98959,140577971
PHL,CHN,Directed,88336,139041092
PRT,ESP,Directed,22743,138201074
IDN,IND,Directed,14085,136386395
CHN,IND,Directed,5631,132769970
CHN,ARE,Directed,38570,132145036
ITA,TUR,Directed,138750,129441796
BLR,RUS,Directed,36203,129139665
KOR,TUR,Directed,23813,127417315
ESP,DEU,Directed,27039,127028568
USA,KOR,Directed,34435,125376237
KOR,DEU,Directed,47271,121102338
JPN,THA,Directed,45103,117583411
ITA,USA,Directed,119241,115249921
LUX,DEU,Directed,18603,113694050
USA,NLD,Directed,34575,113073250
CHN,MYS,Directed,5325,112893095
CHN,ITA,Directed,129382,112283711
FRA,NLD,Directed,104745,111835895
CHN,MEX,Directed,5357,111363431
USA,BRA,Directed,33873,110574121
DEU,SWE,Directed,114500,109522101
KOR,ITA,Directed,47367,109314929
NLD,ITA,Directed,99287,109153783
IDN,JPN,Directed,99855,108875202
KOR,GBR,Directed,47854,108791720
ISR,USA,Directed,119219,108434742
DEU,HUN,Directed,10760,108159718
JPN,IDN,Directed,128814,107571721
GBR,ESP,Directed,33438,107470893
MYS,IND,Directed,19189,106911849
ITA,POL,Directed,107949,104848936
ITA,AUT,Directed,15339,102705440
ITA,GRC,Directed,15787,102531542
ITA,CHE,Directed,114982,101549993
DNK,DEU,Directed,127127,100530037
ARG,BRA,Directed,85757,100355769
NLD,ESP,Directed,20758,99379158
FRA,CHN,Directed,88131,98560753
MYS,SGP,Directed,19197,98333973
IDN,USA,Directed,13908,98125553
USA,SGP,Directed,34826,97265689
THA,USA,Directed,50944,96778114
MYS,VNM,Directed,19215,95514089
GBR,NLD,Directed,33125,94686969
SGP,CHN,Directed,88381,94283985
ESP,GBR,Directed,27690,93935352
CHN,ZAF,Directed,5690,90852076
CHN,RUS,Directed,72502,90571827
BEL,ESP,Directed,113419,89332461
SWE,DEU,Directed,28162,89212702
CHN,SGP,Directed,155811,89129743
AUT,GBR,Directed,159074,87685522
IDN,KOR,Directed,60796,87452357
SVK,CZE,Directed,25511,87175762
USA,FRA,Directed,34156,86847719
IDN,BRA,Directed,14021,86550015
CHN,NGA,Directed,5458,85252332
CHE,ITA,Directed,29030,84379176
USA,AUS,Directed,33766,83386206
THA,MYS,Directed,30096,83036513
CHN,DEU,Directed,4983,82980274
POL,DEU,Directed,22138,82560449
TUR,ITA,Directed,99506,81491166
IND,USA,Directed,13109,81397169
GBR,BEL,Directed,85314,80926161
DEU,ROU,Directed,134676,80638420
KOR,BRA,Directed,22950,79326677
THA,IDN,Directed,50632,79180273
CHN,BRA,Directed,37579,75940676
KOR,ESP,Directed,113666,75323499
THA,IND,Directed,50827,74819227
KOR,EGY,Directed,23828,73921877
MEX,CHN,Directed,45667,73729696
KOR,IND,Directed,23651,72065555
CHN,CAN,Directed,4731,71855083
ITA,CZE,Directed,90453,71511006
KOR,SAU,Directed,47650,71057221
FRA,USA,Directed,119127,71033933
CHN,ESP,Directed,38492,70241330
TUR,GBR,Directed,118500,70142060
SWE,NOR,Directed,28418,70136559
KOR,PHL,Directed,23562,70057491
ITA,ROU,Directed,154726,69723797
IDN,THA,Directed,115647,69098295
KOR,MEX,Directed,103900,67558031
BEL,POL,Directed,107819,67145839
NLD,CHN,Directed,88293,67074950
DEU,PRT,Directed,108225,65994232
IDN,TUR,Directed,116684,65844225
ITA,PRT,Directed,16330,65559783
AUS,CHN,Directed,88015,65027075
CHE,FRA,Directed,28924,64936389
SWE,DNK,Directed,28096,63700332
JPN,MYS,Directed,102607,63627394
IND,ARE,Directed,13510,63108281
DEU,GRC,Directed,95659,62833819
CZE,POL,Directed,153763,62804654
DNK,GBR,Directed,118042,61956927
USA,DOM,Directed,34082,61716046
BRA,ARG,Directed,2994,61179798
AUT,ITA,Directed,98946,60501743
KOR,CAN,Directed,47103,60498582
IND,TUR,Directed,138844,60463817
KOR,ARE,Directed,47804,59768592
CHN,IRN,Directed,37937,59765186
MYS,TUR,Directed,19281,59231308
IDN,PHL,Directed,13883,58817542
DNK,SWE,Directed,7728,58802347
SWE,FIN,Directed,28127,58767172
KOR,THA,Directed,115722,58756829
MYS,THA,Directed,19263,58607384
IND,CHN,Directed,88365,58115894
CHN,TUR,Directed,38599,57983729
KOR,AUS,Directed,121065,57589306
SAU,ARE,Directed,24683,57581586
FIN,SWE,Directed,8778,57413458
IDN,MYS,Directed,14232,57263066
THA,PHL,Directed,50792,57188541
DEU,FIN,Directed,93199,56614703
CZE,SVK,Directed,7083,55902105
DEU,UKR,Directed,117155,55822922
IRL,DEU,Directed,127192,55441806
IDN,BGD,Directed,14018,54310298
FRA,POL,Directed,107877,53842844
ESP,BEL,Directed,85231,53606355
IDN,ITA,Directed,99160,53309613
AUT,FRA,Directed,964,53151113
ITA,NGA,Directed,105971,53097795
JPN,DEU,Directed,94914,52326868
IND,ITA,Directed,13268,51836723
DEU,IRL,Directed,10805,51688646
SGP,MYS,Directed,25189,51378903
DEU,SVK,Directed,112154,50853830
MYS,IDN,Directed,19025,50663978
JPN,KEN,Directed,130304,50656543
MYS,SYR,Directed,19257,50571390
DEU,SAU,Directed,11335,50502676
CHN,FRA,Directed,37812,50329238
DEU,MYS,Directed,102557,49824515
KOR,BGD,Directed,47016,49690840
KOR,LKA,Directed,157140,49648848
ITA,SVN,Directed,16483,49599805
TUR,RUS,Directed,31336,49507491
CHN,MUS,Directed,5347,49174561
BEL,USA,Directed,118990,49130557
THA,TUR,Directed,138910,49021786
KOR,RUS,Directed,110077,48742932
USA,CRI,Directed,34022,48467669
ITA,HUN,Directed,15839,48296710
POL,LTU,Directed,22180,48061864
ITA,DNK,Directed,90931,48035352
NLD,USA,Directed,119332,47278263
USA,ESP,Directed,53176,47199720
USA,COL,Directed,34000,47118232
FIN,DEU,Directed,8513,46979653
THA,KOR,Directed,154435,46558320
ITA,ISR,Directed,15909,46420836
TUR,ESP,Directed,113901,46151056
ITA,SWE,Directed,114546,45486299
POL,UKR,Directed,22259,45433308
POL,RUS,Directed,110162,45361004
TUR,USA,Directed,119562,45234448
JPN,PHL,Directed,17420,45134881
GBR,DNK,Directed,32607,45030484
JPN,GBR,Directed,118198,45001158
HUN,DEU,Directed,12413,44925717
SWE,FRA,Directed,28150,44846185
AUT,CHE,Directed,114802,43926976
IDN,ESP,Directed,113598,43795615
IDN,VNM,Directed,14087,43715447
IDN,BEL,Directed,142302,43461610
ESP,MAR,Directed,27329,43375386
KOR,MYS,Directed,102623,43340852
TUR,DEU,Directed,30987,43206744
ITA,RUS,Directed,110033,42933913
NOR,SWE,Directed,114641,42546286
SWE,GBR,Directed,28624,42221209
USA,ITA,Directed,34372,42171121
KOR,SGP,Directed,65120,42051259
PRT,FRA,Directed,94031,42001144
KOR,IRN,Directed,47349,41535783
AUS,NZL,Directed,105237,41227169
CHE,AUT,Directed,28712,41076515
IDN,AUS,Directed,121004,40859389
