Source,Target,Type,Id,Weight
CHN,USA,Directed,8275,3329867980
CHN,VNM,Directed,7917,2882267991
USA,MEX,Directed,47599,2012486336
KOR,CHN,Directed,120663,1747607011
USA,CAN,Directed,46986,1621186720
JPN,CHN,Directed,120650,1456620686
CAN,USA,Directed,5855,1426618155
CHN,IDN,Directed,6968,1238311908
CHN,BGD,Directed,6227,1179226904
CHN,KHM,Directed,74216,1032646701
CHN,IND,Directed,7862,1027531773
CHN,KOR,Directed,7161,972645264
ITA,DEU,Directed,21272,933395284
DEU,FRA,Directed,127135,860498038
CHN,TUR,Directed,8171,827037763
USA,CHN,Directed,121020,798009977
CHN,PAK,Directed,7597,797608554
DEU,POL,Directed,15542,791799289
KOR,USA,Directed,64331,780319983
MEX,USA,Directed,161521,699173514
CHN,THA,Directed,8083,698199696
CHN,JPN,Directed,7090,692931806
CHN,MEX,Directed,7375,678680068
DEU,NLD,Directed,15393,676465406
ITA,FRA,Directed,21231,664635476
DEU,GBR,Directed,15988,641696435
CHN,EGY,Directed,8225,619377659
DEU,ITA,Directed,15066,605777560
CHN,BRA,Directed,117525,595098666
CHN,PHL,Directed,7665,588169278
CHN,DEU,Directed,6830,584157968
CHN,RUS,Directed,149112,579973941
BEL,DEU,Directed,2811,572479575
BEL,FRA,Directed,2782,549168073
CHN,MYS,Directed,7303,522312125
DEU,AUT,Directed,113941,521762875
KOR,VNM,Directed,64190,477950414
DEU,CZE,Directed,123175,454879188
DEU,CHE,Directed,155755,450178373
DEU,BEL,Directed,115919,440532976
CHN,CAN,Directed,6436,435891001
POL,DEU,Directed,30549,428432764
NLD,DEU,Directed,27202,420711214
CHN,GBR,Directed,8244,419117811
IND,TUR,Directed,18942,417896970
CZE,DEU,Directed,9606,408729396
NLD,BEL,Directed,26793,397131150
CHN,ARE,Directed,184420,396289621
CHN,AUS,Directed,6195,382354122
ESP,FRA,Directed,38172,381903738
KOR,JPN,Directed,32598,380951646
AUT,DEU,Directed,1205,374732677
CHN,ITA,Directed,7042,357605488
IND,USA,Directed,185591,351980377
DEU,ESP,Directed,153722,348185451
BLR,RUS,Directed,2337,341560083
PRT,ESP,Directed,31835,331407239
BEL,NLD,Directed,141244,331007858
THA,CHN,Directed,120947,325566444
FRA,DEU,Directed,128562,323943355
CHN,IRN,Directed,6989,321776884
CHN,SAU,Directed,7813,321750212
CHN,ZAF,Directed,7955,299990644
DEU,USA,Directed,161332,297082827
ITA,ESP,Directed,153804,296938169
CHN,LKA,Directed,6458,295438905
CHN,BEL,Directed,6257,295173102
BEL,GBR,Directed,3656,292995526
THA,IDN,Directed,41731,286824554
CHN,NLD,Directed,7475,280987605
MYS,JPN,Directed,25523,280236097
DEU,TUR,Directed,158197,279065806
CHN,FRA,Directed,127031,275810953
CHN,ESP,Directed,7991,269398084
IDN,TUR,Directed,19661,268786091
JPN,KOR,Directed,22760,257239574
CHN,NGA,Directed,7562,254204474
ITA,GBR,Directed,160162,246218295
DEU,CHN,Directed,120545,244150310
FRA,BEL,Directed,12919,239703083
KOR,DEU,Directed,170393,238361669
ARE,IRN,Directed,69265,238199238
MYS,TUR,Directed,61120,235754432
GBR,DEU,Directed,45728,233401972
CHE,DEU,Directed,128989,230842897
THA,VNM,Directed,67771,229778189
THA,JPN,Directed,134742,221018963
IDN,JPN,Directed,134551,219303904
ESP,PRT,Directed,38747,217059542
CHN,COL,Directed,6498,216517749
IND,BRA,Directed,117804,215821053
FRA,ITA,Directed,133719,213088163
CHN,SGP,Directed,7897,205041161
FRA,ESP,Directed,153721,202823653
CHN,MMR,Directed,6364,200692664
FRA,GBR,Directed,160076,199553591
ITA,BEL,Directed,115993,197471103
PRT,FRA,Directed,31411,196566792
OMN,USA,Directed,161535,196070965
MYS,KOR,Directed,25548,194966841
CHN,POL,Directed,7684,193136582
DEU,RUS,Directed,15606,192839563
ITA,POL,Directed,21833,191561380
TUR,GBR,Directed,43946,186817305
DEU,HUN,Directed,130885,185334920
JPN,USA,Directed,161438,182408966
KOR,IDN,Directed,63832,181814158
NLD,FRA,Directed,127386,181041776
RUS,KAZ,Directed,34222,179087783
MYS,IDN,Directed,25487,178892097
DEU,DNK,Directed,123746,175080478
RUS,BLR,Directed,34063,174927066
IDN,BRA,Directed,188813,174877344
GBR,IRL,Directed,45845,174591073
DEU,ROU,Directed,148637,173162397
MYS,SGP,Directed,151685,170791060
CHN,PER,Directed,52647,168841522
CHN,JOR,Directed,7109,167448297
ESP,DEU,Directed,38195,167047516
KOR,TUR,Directed,158326,166923475
NLD,GBR,Directed,28192,166742212
IND,ARE,Directed,18922,166602613
POL,CZE,Directed,123365,165113224
ITA,NLD,Directed,21729,165097340
GBR,FRA,Directed,45703,163898464
TUR,ITA,Directed,134174,162598945
CHN,ISR,Directed,172403,161595580
BEL,ITA,Directed,133568,160568104
IRL,GBR,Directed,184864,160356744
CHN,CHL,Directed,6490,159457256
ESP,ITA,Directed,134095,153973711
DEU,SWE,Directed,155238,153223151
IND,BGD,Directed,17712,152501638
CHN,DZA,Directed,111990,152391519
USA,BEL,Directed,46883,150591239
IDN,USA,Directed,19687,150122997
MYS,AUS,Directed,113512,149567148
ITA,AUT,Directed,20809,146461943
IDN,KOR,Directed,147774,143356044
ITA,CHN,Directed,120612,142558887
CZE,POL,Directed,9912,140891949
TUR,IRN,Directed,172236,140851791
ITA,CHE,Directed,22132,138368827
USA,GBR,Directed,48163,136872948
MYS,CHN,Directed,120701,136838468
IDN,THA,Directed,183074,135279879
DNK,DEU,Directed,170300,133269175
LUX,DEU,Directed,128718,133164908
DEU,SVK,Directed,15702,131761028
CZE,SVK,Directed,10013,131500543
CHN,ARG,Directed,6175,130952636
KOR,ITA,Directed,63884,130431596
TUR,BEL,Directed,116322,130262144
ITA,TUR,Directed,158294,128994409
TUR,IRQ,Directed,43139,128894224
ISR,USA,Directed,161401,125352196
VNM,TUR,Directed,183959,125008956
BEL,POL,Directed,145978,124955486
THA,USA,Directed,42308,124095239
USA,DEU,Directed,129089,123341441
CHN,UKR,Directed,158908,122871466
TUR,RUS,Directed,149536,122691078
ITA,ROU,Directed,148694,122561231
THA,IND,Directed,132027,122329183
TUR,DEU,Directed,129040,121264174
KOR,GBR,Directed,184908,119746364
IDN,BGD,Directed,58137,117639311
TUR,USA,Directed,91619,117067416
ITA,CZE,Directed,191555,116182781
MYS,THA,Directed,25781,115430884
CHN,MAR,Directed,220037,115259162
VNM,CHN,Directed,48329,111300312
CHN,KEN,Directed,7123,110241460
LUX,FRA,Directed,127306,109923701
KOR,MEX,Directed,139730,107719549
IND,EGY,Directed,18985,107627046
TUR,ROU,Directed,43598,107133193
FRA,POL,Directed,146119,106858129
KOR,IND,Directed,131804,106691873
IRN,IRQ,Directed,19761,106319404
SAU,EGY,Directed,34857,106249854
ESP,GBR,Directed,39062,105237932
DEU,LUX,Directed,137710,105149393
JPN,THA,Directed,156940,104918599
SWE,NOR,Directed,144086,104881241
BEL,ESP,Directed,153552,104814064
JPN,VNM,Directed,162032,104532828
KOR,RUS,Directed,64117,103571492
IDN,IND,Directed,131724,103290824
POL,RUS,Directed,30906,103239318
BEL,USA,Directed,161135,102746475
GBR,NLD,Directed,46127,102326050
GBR,USA,Directed,46591,102259674
USA,BRA,Directed,46909,101139319
FRA,NLD,Directed,141542,98276908
CHN,GTM,Directed,51913,98162702
ESP,MAR,Directed,38575,98151379
TUR,NLD,Directed,43473,97556935
ITA,USA,Directed,22301,97423899
KOR,POL,Directed,178144,97188261
BRA,ARG,Directed,73087,96559244
SVK,CZE,Directed,123451,94964211
CHN,KGZ,Directed,197703,94603733
KOR,ARE,Directed,184521,94521399
USA,JPN,Directed,47446,94464229
TUR,POL,Directed,146523,93221095
AUT,CZE,Directed,123031,92991882
GBR,ITA,Directed,45877,92811742
EGY,TUR,Directed,184026,92256354
POL,GBR,Directed,31134,91070332
GBR,CHN,Directed,121005,90987547
IDN,VNM,Directed,19570,90869177
TUR,BGR,Directed,118489,90052149
SWE,DEU,Directed,39642,89684315
THA,PHL,Directed,42053,88976420
KOR,BRA,Directed,165338,88958858
CHN,PRK,Directed,7145,88882102
THA,BGD,Directed,67363,87536356
USA,NLD,Directed,70704,87138646
TUR,ESP,Directed,43755,86832827
IND,ITA,Directed,18203,86718171
CHN,GHA,Directed,129159,86588380
THA,TUR,Directed,158574,86372762
KOR,AUS,Directed,113486,84391622
TUR,EGY,Directed,125225,83619457
THA,MYS,Directed,41890,83433306
IND,CHN,Directed,120842,83021004
GBR,ESP,Directed,46426,82975800
MYS,VNM,Directed,25734,82374384
KOR,ESP,Directed,181664,82256449
THA,KOR,Directed,41835,82138446
ITA,GRC,Directed,21315,81923259
CHN,PRT,Directed,7705,81563624
ITA,DZA,Directed,112053,81007599
BEL,CZE,Directed,49732,80777679
USA,SLV,Directed,125578,80684675
JPN,IDN,Directed,172001,80540696
IDN,CHN,Directed,120582,80522005
GBR,POL,Directed,146555,80498682
FIN,SWE,Directed,12716,80103524
AUT,FRA,Directed,1179,79990346
IND,MEX,Directed,18435,79830863
IDN,MYS,Directed,19397,79605215
BEL,CHN,Directed,120394,79422773
TUR,AZE,Directed,42674,79381574
JPN,DEU,Directed,22652,79242376
CHN,ECU,Directed,124524,79134296
POL,UKR,Directed,31092,78646962
SGP,CHN,Directed,120861,78616339
KOR,CAN,Directed,119528,78371645
IND,KOR,Directed,147980,77751547
CHN,ETH,Directed,126031,77337239
USA,DOM,Directed,124464,77052535
AUT,ITA,Directed,1320,76804173
KOR,MYS,Directed,32707,76695878
PRT,DEU,Directed,31423,75961973
IND,BEL,Directed,57241,75717136
ITA,SVN,Directed,152584,75290834
TUR,GEO,Directed,43019,74897592
IND,NPL,Directed,175831,74756589
ARE,OMN,Directed,44941,74740085
IND,ESP,Directed,154054,74404115
POL,FRA,Directed,127435,74342504
MYS,PAK,Directed,25638,74172532
IND,IRN,Directed,57509,73814604
KOR,BEL,Directed,63576,73749482
CHN,NZL,Directed,7521,73590760
NLD,ITA,Directed,27362,73494769
DNK,SWE,Directed,10892,73435853
TUR,FRA,Directed,42995,73334131
POL,LTU,Directed,30741,72997888
KOR,THA,Directed,64255,72951960
IND,DEU,Directed,18075,72796082
USA,AUS,Directed,113747,72675490
MYS,IND,Directed,25711,72289517
CHN,KAZ,Directed,7093,72289080
VNM,KOR,Directed,148010,72242749
GBR,BEL,Directed,116356,72139782
USA,KOR,Directed,148137,71923930
KOR,IRN,Directed,32549,71777257
ARE,IRQ,Directed,44765,71643345
KOR,PHL,Directed,32891,71599238
ARG,BRA,Directed,117456,71583331
PRT,ITA,Directed,31507,70385324
DEU,MEX,Directed,139662,70278777
DEU,FIN,Directed,14847,70271063
AUT,CHE,Directed,155583,69724401
LUX,BEL,Directed,116066,69477225
VNM,USA,Directed,185622,69369783
POL,SVK,Directed,30969,68902209
POL,ITA,Directed,30641,68640655
SWE,DNK,Directed,39556,68258104
SVK,DEU,Directed,36130,68156939
FRA,USA,Directed,161300,68003468
ITA,RUS,Directed,149244,67781510
VNM,THA,Directed,157184,67596582
USA,SGP,Directed,151904,67478934
IRL,DEU,Directed,170356,67450768
UKR,RUS,Directed,149553,67279442
THA,AUS,Directed,113680,66692171
HUN,DEU,Directed,128593,66602490
SAU,ESP,Directed,154038,66306864
DEU,IND,Directed,131702,66098966
SVN,ITA,Directed,134081,65824110
ITA,HUN,Directed,21342,65517900
MYS,PHL,Directed,25664,65215593
NLD,ESP,Directed,153929,64129693
IDN,EGY,Directed,81119,63973787
VNM,IDN,Directed,48408,63964436
USA,IND,Directed,132086,63641582
ESP,NLD,Directed,89007,63633051
KOR,BGD,Directed,63567,63267620
RUS,UKR,Directed,34454,62871017
IND,IDN,Directed,18149,62805027
PRT,GBR,Directed,160325,62802397
DEU,PRT,Directed,15553,62493462
POL,ROU,Directed,30896,62172909
DEU,LTU,Directed,15220,61831706
KOR,SAU,Directed,32953,61591757
IND,GBR,Directed,18991,61424834
ROU,ITA,Directed,64497,60079184
ESP,BEL,Directed,37832,60023644
CHN,IRQ,Directed,7000,58307970
THA,PAK,Directed,67690,58282887
KOR,FRA,Directed,169795,58151514
HUN,POL,Directed,17320,57226771
NLD,CHN,Directed,120737,57214980
IDN,ITA,Directed,80915,57189852
PRT,USA,Directed,86346,56687243
ESP,DZA,Directed,112192,56193176
CZE,ITA,Directed,9694,55908513
ROU,DEU,Directed,170495,55681569
CHN,ROU,Directed,7749,55584173
NLD,POL,Directed,146304,55270283
CHN,PAN,Directed,144951,55260481
THA,MMR,Directed,41474,55217441
IDN,ARE,Directed,19651,54894523
CHN,TZA,Directed,8263,54775261
TUR,ISR,Directed,43157,54106426
ITA,PRT,Directed,21865,54089932
GBR,ROU,Directed,110873,53770638
TUR,DZA,Directed,42659,53761200
USA,HND,Directed,93051,53432255
SAU,ITA,Directed,134016,53230179
DEU,BGR,Directed,118228,53202565
SAU,USA,Directed,64763,52829908
DEU,ZAF,Directed,153072,52758062
