,0,1
199,0.873362445,0.984649497
200,0.877729258,0.985587583
201,0.88209607,0.986525669
202,0.886462882,0.987435329
203,0.890829694,0.988344988
204,0.895196507,0.989197794
205,0.899563319,0.9900506
206,0.903930131,0.990789698
207,0.908296943,0.99150037
208,0.912663755,0.992211041
209,0.917030568,0.992921712
210,0.92139738,0.99357553
211,0.925764192,0.994229348
212,0.930131004,0.994854739
213,0.934497817,0.995423276
214,0.938864629,0.995963386
215,0.943231441,0.996418216
216,0.947598253,0.996844619
217,0.951965066,0.997271022
218,0.956331878,0.997668998
219,0.96069869,0.998038547
220,0.965065502,0.998379669
221,0.969432314,0.998692365
222,0.973799127,0.99900506
223,0.978165939,0.999317755
224,0.982532751,0.999630451
225,0.986899563,0.999829439
226,0.991266376,0.999914719
227,0.995633188,0.999971573
