USA,USA,102,199,301,12753054955,28821388020,41574442975,4,0.014636,0,17,0.193045
DEU,DEU,92,181,273,18115460713,25352873092,43468333805,2,0.011508,0,17,0.233081
BEL,BEL,79,171,250,10245544952,21852119743,32097664695,2,0.008237,0,17,0.260165
KOR,KOR,72,166,238,2013073057,18509913220,20522986277,0,0.007844,0,17,0.264793
NLD,NLD,80,165,245,5651171828,14774104196,20425276024,2,0.01105,0,17,0.274772
FRA,FRA,105,167,272,10873222679,11967782330,22841005009,2,0.018238,0,17,0.256834
SAU,SAU,59,134,193,948970640,10582283556,11531254196,1,0.005336,0,17,0.328537
JPN,JPN,59,146,205,2816285731,10494936245,13311221976,1,0.004934,0,17,0.318377
CAN,CAN,77,152,229,6380104817,8977989008,15358093825,4,0.008927,0,17,0.287014
SGP,SGP,70,125,195,2930410626,8601104603,11531515229,1,0.007642,0,17,0.35975
THA,THA,81,159,240,2078541865,7296522151,9375064016,1,0.010917,0,17,0.280618
CHN,CHN,94,187,281,37926610733,6736677601,44663288334,1,0.011591,0,17,0.222522
ITA,ITA,92,159,251,14769111799,6383668022,21152779821,2,0.010736,0,17,0.28864
ESP,ESP,88,148,236,6649089309,5445924285,12095013594,2,0.01031,0,17,0.315276
ARE,ARE,68,120,188,1990137623,4525470326,6515607949,3,0.008172,0,17,0.362444
MYS,MYS,64,139,203,2910538994,3875026332,6785565326,1,0.006748,0,17,0.332725
GBR,GBR,82,172,254,7323039946,3723592126,11046632072,2,0.008719,0,17,0.25527
BRA,BRA,67,133,200,2824780645,2924119004,5748899649,0,0.007086,0,17,0.362586
SWE,SWE,54,127,181,2266332870,2455336389,4721669259,2,0.004268,0,17,0.39645
AUT,AUT,82,130,212,2915398933,2449316921,5364715854,2,0.011642,0,17,0.355125
KWT,KWT,57,68,125,322863612,2377195697,2700059309,3,0.004887,0,17,0.580301
HUN,HUN,54,76,130,1260859496,2263495624,3524355120,2,0.004219,0,17,0.668489
MEX,MEX,77,88,165,6757749780,2199659098,8957408878,4,0.009367,0,17,0.470792
IND,IND,83,161,244,3596326927,2161467675,5757794602,3,0.011855,0,17,0.277832
POL,POL,88,98,186,4915309605,2126484537,7041794142,2,0.013333,0,17,0.415592
CZE,CZE,71,92,163,2218313816,1490767965,3709081781,2,0.006824,0,17,0.520202
IDN,IDN,65,119,184,2884216194,1474622041,4358838235,3,0.006932,0,17,0.34997
FIN,FIN,56,119,175,1362326206,1337334245,2699660451,2,0.005853,0,17,0.413095
QAT,QAT,52,103,155,224552172,1314499202,1539051374,3,0.004249,0,17,0.43653
SVK,SVK,61,68,129,747038358,1218828596,1965866954,2,0.005918,0,17,0.547606
RUS,RUS,73,88,161,4087906486,1104666005,5192572491,3,0.008515,0,17,0.505891
COL,COL,62,74,136,979678301,1032987740,2012666041,4,0.007286,0,17,0.5064
PRT,PRT,69,94,163,1606090687,1008710463,2614801150,2,0.009463,0,17,0.494059
ARG,ARG,57,78,135,1531023262,978128176,2509151438,0,0.005007,0,17,0.548065
ROU,ROU,62,83,145,1063739304,887468483,1951207787,3,0.005405,0,17,0.564713
LTU,LTU,50,58,108,471467564,886381978,1357849542,2,0.004189,0,17,0.633198
CHE,CHE,78,143,221,2010022236,814753266,2824775502,2,0.008613,0,17,0.328301
EGY,EGY,73,101,174,1999341486,625565723,2624907209,0,0.009617,0,17,0.443817
GRC,GRC,70,90,160,1534689994,607188927,2141878921,3,0.007007,0,17,0.52956
ISR,ISR,60,96,156,1475342479,575640884,2050983363,3,0.005151,0,17,0.501237
TUR,TUR,84,131,215,7548881271,558828340,8107709611,3,0.009757,0,17,0.354902
SVN,SVN,62,81,143,713910736,555118378,1269029114,2,0.005826,0,17,0.591164
ZAF,ZAF,77,107,184,1096618819,477685258,1574304077,1,0.013529,0,17,0.396552
UKR,UKR,69,79,148,1851740801,419598016,2271338817,3,0.007042,0,17,0.509838
NOR,NOR,58,106,164,652645516,393761487,1046407003,2,0.00491,0,17,0.467117
IRN,IRN,54,77,131,718128319,393264978,1111393297,3,0.005326,0,17,0.57498
DNK,DNK,55,119,174,1533950158,392816334,1926766492,2,0.004817,0,17,0.411415
HRV,HRV,63,48,111,431758294,375098504,806856798,2,0.005684,0,17,0.665679
AUS,AUS,71,119,190,1294627713,349991007,1644618720,1,0.00715,0,17,0.343454
BLR,BLR,55,34,89,403143211,280243030,683386241,3,0.004777,0,17,0.696621
VNM,VNM,66,60,126,2720141852,244240417,2964382269,3,0.00912,0,17,0.581329
SRB,SRB,65,45,110,476764545,239205921,715970466,2,0.006228,0,17,0.588772
BGR,BGR,67,78,145,596775513,221787762,818563275,3,0.006002,0,17,0.488354
IRL,IRL,61,107,168,866646170,195567585,1062213755,2,0.005109,0,17,0.467223
OMN,OMN,50,54,104,240954659,182874769,423829428,3,0.004895,0,17,0.635759
LBY,LBY,46,24,70,131985911,165163645,297149556,3,0.003943,0,17,0.781971
PAK,PAK,69,77,146,1697176676,153973458,1851150134,3,0.009533,0,17,0.486623
AZE,AZE,45,21,66,186607261,129602803,316210064,3,0.004675,0,17,0.72449
BHS,BHS,14,11,25,6671116,124347381,131018497,4,0.001641,0,17,0.859307
LUX,LUX,41,60,101,558314613,103223743,661538356,2,0.003346,0,17,0.800273
PHL,PHL,51,69,120,1013325961,102520033,1115845994,1,0.006769,0,17,0.58309
NGA,NGA,101,52,153,1656482020,91530531,1748012551,1,0.025634,0,17,0.364607
UZB,UZB,32,14,46,79179148,79750525,158929673,3,0.003197,0,17,0.834921
VEN,VEN,48,32,80,435771112,79198597,514969709,4,0.005497,0,17,0.613092
EST,EST,48,54,102,210508985,70603346,281112331,3,0.004336,0,17,0.661772
PER,PER,54,33,87,1016997650,60506126,1077503776,4,0.004567,0,17,0.675843
TKM,TKM,22,7,29,69127782,48221951,117349733,3,0.002521,0,17,0.800725
JOR,JOR,49,38,87,463289442,43749732,507039174,3,0.004275,0,17,0.701442
URY,URY,40,29,69,319902491,40777930,360680421,0,0.003094,0,17,0.774673
PRK,PRK,18,60,78,9723524,38833922,48557446,1,0.001822,0,17,0.485315
TUN,TUN,57,37,94,496826006,34009634,530835640,1,0.006002,0,17,0.616197
CHL,CHL,55,51,106,1221653006,29564450,1251217456,4,0.005638,0,17,0.62777
NZL,NZL,55,56,111,569857394,28481802,598339196,1,0.005459,0,17,0.487544
LVA,LVA,45,34,79,191280284,27455894,218736178,2,0.003618,0,17,0.796081
DOM,DOM,42,37,79,340496876,24733089,365229965,4,0.005273,0,17,0.481638
BIH,BIH,53,25,78,124246918,22312003,146558921,2,0.004208,0,17,0.782581
LBN,LBN,58,55,113,302591183,21505170,324096353,0,0.00529,0,17,0.48053
CRI,CRI,51,35,86,413577041,20127885,433704926,4,0.005493,0,17,0.618033
GTM,GTM,43,34,77,508910743,18988216,527898959,4,0.004247,0,17,0.664732
DZA,DZA,59,15,74,738874343,18786038,757660381,0,0.006389,0,17,0.747268
SYR,SYR,46,36,82,970820126,17801785,988621911,0,0.003622,0,17,0.687019
KEN,KEN,55,32,87,528489488,16577019,545066507,1,0.005778,0,17,0.556534
SEN,SEN,47,30,77,109787869,15016724,124804593,0,0.007158,0,17,0.529808
SLV,SLV,42,16,58,228554943,13817329,242372272,4,0.004185,0,17,0.758457
CYP,CYP,53,32,85,128313410,13187255,141500665,3,0.004278,0,17,0.751408
NIC,NIC,31,13,44,28865613,12716342,41581955,4,0.003245,0,17,0.794118
HND,HND,39,16,55,162638919,11479697,174118616,4,0.005935,0,17,0.654334
BLZ,BLZ,13,3,16,3440884,10471100,13911984,1,0.001976,0,17,0.78022
LKA,LKA,52,43,95,418019523,9659882,427679405,3,0.006755,0,17,0.669712
CIV,CIV,51,17,68,241483707,8769679,250253386,4,0.006298,0,17,0.656011
TTO,TTO,43,33,76,109806582,8018636,117825218,4,0.006563,0,17,0.540678
MAR,MAR,53,46,99,846785017,7739879,854524896,1,0.004546,0,17,0.595266
PAN,PAN,43,39,82,95040598,7696847,102737445,4,0.004456,0,17,0.540437
TZA,TZA,50,23,73,303499638,6740749,310240387,1,0.005691,0,17,0.653955
ECU,ECU,45,36,81,554135749,6599030,560734779,0,0.004407,0,17,0.658971
AGO,AGO,70,6,76,100770303,6081039,106851342,0,0.013313,0,17,0.539839
MKD,MKD,48,15,63,81236420,5718180,86954600,2,0.00388,0,17,0.787843
PSE,PSE,23,5,28,27535138,4994530,32529668,3,0.002167,0,17,0.926877
TJK,TJK,15,2,17,2863743,4785311,7649054,0,0.001852,0,17,0.761029
MLT,MLT,43,25,68,51410905,4534109,55945014,1,0.003314,0,17,0.859592
KAZ,KAZ,57,18,75,338995645,4181520,343177165,0,0.005395,0,17,0.732514
SOM,SOM,9,2,11,71460290,4124595,75584885,3,0.00134,0,17,0.909091
MUS,MUS,38,21,59,82887025,3782177,86669202,3,0.00387,0,17,0.665714
BHR,BHR,41,23,64,209914286,3417053,213331339,1,0.003165,0,17,0.86864
BGD,BGD,61,22,83,809311789,3133807,812445596,1,0.007929,0,17,0.65
GHA,GHA,58,18,76,369136853,3007347,372144200,3,0.006646,0,17,0.651683
PRY,PRY,29,14,43,155387246,2339272,157726518,0,0.002391,0,17,0.832442
ARM,ARM,42,8,50,100474528,2059817,102534345,3,0.003798,0,17,0.819767
CMR,CMR,47,15,62,72406515,1828494,74235009,0,0.006165,0,17,0.711373
BWA,BWA,15,7,22,19304635,1773640,21078275,1,0.002228,0,17,0.692982
MDA,MDA,45,6,51,70779292,1754946,72534238,3,0.003627,0,17,0.855072
GEO,GEO,43,26,69,70171624,1641497,71813121,3,0.004498,0,17,0.737037
GUM,GUM,8,3,11,61507,1527402,1588909,1,0.001168,0,17,0.690909
BMU,BMU,10,1,11,383334,1413880,1797214,1,0.001349,0,17,0.936364
YEM,YEM,40,10,50,262384308,1400156,263784464,1,0.003448,0,17,0.807576
SMR,SMR,13,10,23,10146354,1276305,11422659,2,0.001536,0,17,0.95
UGA,UGA,42,12,54,111873879,1198768,113072647,3,0.00398,0,17,0.669796
ZWE,ZWE,35,8,43,50301954,1165636,51467590,0,0.004049,0,17,0.764507
MDG,MDG,40,4,44,71128747,1149797,72278544,3,0.003328,0,17,0.871341
TGO,TGO,30,8,38,30893539,1147522,32041061,0,0.003073,0,17,0.807563
LAO,LAO,12,4,16,12946253,1114879,14061132,1,0.001472,0,17,0.819048
SWZ,SWZ,8,21,29,5356424,1064160,6420584,1,0.002113,0,17,0.716667
BFA,BFA,35,5,40,9350634,876429,10227063,4,0.004118,0,17,0.807563
SDN,SDN,44,5,49,206754871,844518,207599389,3,0.005988,0,17,0.715541
MLI,MLI,36,20,56,26159692,703325,26863017,4,0.006196,0,17,0.702564
BRB,BRB,26,18,44,13048819,607076,13655895,4,0.003574,0,17,0.526276
FJI,FJI,17,12,29,41005477,501663,41507140,1,0.001969,0,17,0.528333
ISL,ISL,35,40,75,34742710,488273,35230983,3,0.002856,0,17,0.789388
LBR,LBR,20,10,30,65745255,464303,66209558,3,0.002266,0,17,0.809117
KGZ,KGZ,29,7,36,37271041,438075,37709116,0,0.003161,0,17,0.812903
COG,COG,36,6,42,66497714,406354,66904068,3,0.00606,0,17,0.711238
NAM,NAM,27,13,40,12667805,398010,13065815,2,0.004735,0,17,0.731729
