USA,USA,94,196,290,9508437759,29491778037,39000215796,0,0.012931,0,19,0.207034
KOR,KOR,85,170,255,1709572909,21459608882,23169181791,0,0.011468,0,19,0.259928
DEU,DEU,107,192,299,15086275245,20792364876,35878640121,2,0.022775,0,19,0.215728
BEL,BEL,85,171,256,8254240142,19527466747,27781706889,2,0.01014,0,19,0.261662
SAU,SAU,62,133,195,964404715,13186449226,14150853941,0,0.006085,0,19,0.355601
NLD,NLD,74,168,242,4183438754,11391981756,15575420510,2,0.007142,0,19,0.275877
FRA,FRA,100,170,270,8442977760,10047263496,18490241256,2,0.014459,0,19,0.257668
JPN,JPN,63,144,207,2703117912,9395115630,12098233542,0,0.005945,0,19,0.321337
SGP,SGP,69,122,191,3152635467,8074335610,11226971077,0,0.007163,0,19,0.392063
THA,THA,78,152,230,2021603277,7159162903,9180766180,0,0.009647,0,19,0.297468
CAN,CAN,73,152,225,5321116406,6652764474,11973880880,0,0.007586,0,19,0.302589
CHN,CHN,109,181,290,45769251026,5386511726,51155762752,0,0.019187,0,19,0.241515
ITA,ITA,92,155,247,11860849456,5242426384,17103275840,2,0.011193,0,19,0.307858
ESP,ESP,84,151,235,5070779558,4989380880,10060160438,2,0.009515,0,19,0.318621
MYS,MYS,79,139,218,2495844167,3899060731,6394904898,0,0.010356,0,19,0.327818
BRA,BRA,74,125,199,3301359801,3306570611,6607930412,3,0.007345,0,19,0.391231
KWT,KWT,39,76,115,131342720,3168297207,3299639927,0,0.003267,0,19,0.543932
GBR,GBR,84,181,265,6047317526,3074614516,9121932042,2,0.009223,0,19,0.241303
ARE,ARE,67,133,200,2071597534,2451080379,4522677913,0,0.006113,0,19,0.350991
MEX,MEX,81,95,176,6805510471,2447317996,9252828467,0,0.011522,0,19,0.440134
POL,POL,92,102,194,4618589244,2330345173,6948934417,2,0.015133,0,19,0.391681
AUT,AUT,76,131,207,2496245718,2204838243,4701083961,2,0.007821,0,19,0.378577
SWE,SWE,63,132,195,1759945296,2040757282,3800702578,2,0.005284,0,19,0.388735
HUN,HUN,51,88,139,1124352014,1944617783,3068969797,2,0.003973,0,19,0.598953
IND,IND,88,161,249,5908535372,1827620492,7736155864,0,0.010858,0,19,0.284079
RUS,RUS,66,80,146,2876120260,1734052051,4610172311,4,0.005737,0,19,0.571906
CZE,CZE,71,96,167,1820461050,1556491527,3376952577,2,0.007281,0,19,0.505228
IDN,IDN,72,118,190,3320243510,1515558750,4835802260,0,0.010342,0,19,0.350089
FIN,FIN,60,129,189,964804570,1274859375,2239663945,2,0.005935,0,19,0.383703
ARG,ARG,69,86,155,1364969541,1227078707,2592048248,3,0.006561,0,19,0.55935
COL,COL,65,70,135,1069901884,1226387725,2296289609,3,0.006663,0,19,0.492552
IRN,IRN,54,82,136,759933117,1115107830,1875040947,0,0.004181,0,19,0.576684
SVK,SVK,64,72,136,684054255,1040216221,1724270476,2,0.007141,0,19,0.569277
QAT,QAT,40,103,143,138804450,1023064384,1161868834,0,0.003234,0,19,0.463702
ZAF,ZAF,83,121,204,949592629,960536814,1910129443,0,0.013568,0,19,0.34587
PRT,PRT,65,101,166,1712597669,878528520,2591126189,2,0.006021,0,19,0.461492
LTU,LTU,52,63,115,384418956,827815324,1212234280,2,0.004158,0,19,0.635876
ISR,ISR,64,95,159,1134205114,725431801,1859636915,4,0.006349,0,19,0.495704
TUR,TUR,76,137,213,7511012058,697637970,8208650028,4,0.009935,0,19,0.352727
GRC,GRC,67,88,155,1203635531,677442800,1881078331,4,0.006001,0,19,0.585793
ROU,ROU,64,97,161,1126528720,652396261,1778924981,4,0.005556,0,19,0.51047
CHE,CHE,76,150,226,1747044288,623889557,2370933845,2,0.007205,0,19,0.313468
EGY,EGY,75,111,186,2039561775,608808081,2648369856,4,0.008783,0,19,0.403772
OMN,OMN,48,78,126,331635019,544405038,876040057,0,0.003779,0,19,0.607703
SVN,SVN,70,82,152,605398877,499409502,1104808379,2,0.007249,0,19,0.576779
HRV,HRV,60,49,109,338747232,368436266,707183498,2,0.004621,0,19,0.714286
PAK,PAK,62,83,145,1414461618,327418198,1741879816,4,0.006057,0,19,0.47738
BLR,BLR,60,43,103,425705536,283835415,709540951,4,0.005117,0,19,0.653879
PHL,PHL,57,62,119,993047796,277316140,1270363936,0,0.005892,0,19,0.592747
NOR,NOR,57,96,153,432279891,260506404,692786295,2,0.004496,0,19,0.535354
AUS,AUS,69,114,183,1128470961,228951982,1357422943,0,0.009904,0,19,0.376344
DNK,DNK,62,115,177,1097565118,224490449,1322055567,2,0.006271,0,19,0.433024
VNM,VNM,74,73,147,3783845233,208468991,3992314224,0,0.008226,0,19,0.565079
UKR,UKR,70,77,147,1605321329,199771660,1805092989,4,0.006422,0,19,0.526096
LBY,LBY,44,22,66,214202230,196613869,410816099,4,0.003701,0,19,0.8125
BGR,BGR,73,69,142,552014862,173817992,725832854,4,0.009847,0,19,0.533458
SRB,SRB,60,47,107,454719008,170877595,625596603,2,0.005375,0,19,0.670775
IRL,IRL,58,104,162,600734932,168396390,769131322,2,0.005514,0,19,0.480317
AZE,AZE,47,26,73,109273272,127607545,236880817,0,0.004427,0,19,0.731818
AFG,AFG,23,7,30,21391031,115957029,137348060,1,0.002444,0,19,0.874339
BHS,BHS,16,13,29,2749118,106322450,109071568,0,0.001803,0,19,0.884058
NGA,NGA,94,48,142,1607825542,84038812,1691864354,1,0.01893,0,19,0.401099
TKM,TKM,24,15,39,32500571,73072290,105572861,4,0.002578,0,19,0.827957
PER,PER,56,34,90,1024321347,70812534,1095133881,0,0.005185,0,19,0.707117
LUX,LUX,44,70,114,499391700,68456891,567848591,2,0.003449,0,19,0.701777
VEN,VEN,54,30,84,372460179,65288397,437748576,0,0.006808,0,19,0.670219
BLZ,BLZ,16,9,25,1622852,59924332,61547184,1,0.00232,0,19,0.815217
UZB,UZB,32,13,45,101817194,54620211,156437405,4,0.002998,0,19,0.868254
TUN,TUN,55,46,101,571796350,53643509,625439859,0,0.004639,0,19,0.568931
