USA,USA,91,179,270,10831320418,23257807852,34089128270,2,0.015587,0,19,0.203284
DEU,DEU,93,185,278,12866723104,20097956537,32964679641,3,0.015012,0,19,0.198942
BEL,BEL,77,166,243,8658539043,16561887358,25220426401,3,0.01026,0,19,0.239737
KOR,KOR,67,161,228,1452557641,14627928830,16080486471,2,0.008117,0,19,0.24814
NLD,NLD,74,169,243,4772722416,11470203334,16242925750,3,0.010932,0,19,0.231535
FRA,FRA,96,172,268,8682581752,9929770976,18612352728,3,0.019672,0,19,0.214144
JPN,JPN,57,134,191,2208392754,9823288368,12031681122,1,0.00824,0,19,0.313708
CAN,CAN,73,112,185,6555292202,7820854483,14376146685,2,0.010877,0,19,0.356862
SGP,SGP,65,116,181,1694246556,6223768821,7918015377,1,0.007422,0,19,0.345168
SAU,SAU,54,110,164,680464123,6065186899,6745651022,1,0.005467,0,19,0.380098
THA,THA,76,132,208,1599398054,5678810774,7278208828,1,0.013311,0,19,0.286185
ITA,ITA,92,155,247,11877469091,5508530409,17385999500,3,0.015195,0,19,0.255832
ESP,ESP,89,142,231,5495278764,4162966794,9658245558,3,0.011761,0,19,0.288569
GBR,GBR,81,174,255,6744219626,3663210197,10407429823,3,0.010727,0,19,0.218095
MYS,MYS,70,109,179,2141176035,2872361406,5013537441,1,0.011213,0,19,0.355392
ARE,ARE,66,102,168,951740607,2811475219,3763215826,0,0.00793,0,19,0.35286
SWE,SWE,53,130,183,1563082388,1868583041,3431665429,3,0.004837,0,19,0.342572
KWT,KWT,42,70,112,219481093,1786020174,2005501267,1,0.004069,0,19,0.501054
IND,IND,77,148,225,1403996750,1761163171,3165159921,1,0.012309,0,19,0.271449
BRA,BRA,60,117,177,2030660304,1638352442,3669012746,4,0.007934,0,19,0.353512
IDN,IDN,77,114,191,2163397364,1557040566,3720437930,1,0.013533,0,19,0.301879
RUS,RUS,70,86,156,1549394106,1546876665,3096270771,1,0.009005,0,19,0.466339
HUN,HUN,55,75,130,836228267,1446526322,2282754589,3,0.005133,0,19,0.585082
MEX,MEX,62,78,140,5496165202,1346503278,6842668480,2,0.008142,0,19,0.464472
ARG,ARG,49,69,118,634035488,1339498447,1973533935,4,0.005063,0,19,0.540734
CHN,CHN,92,154,246,34694708500,1186937739,35881646239,1,0.013245,0,19,0.254319
POL,POL,56,62,118,2491682256,970059936,3461742192,3,0.00493,0,19,0.649897
AUT,AUT,67,112,179,2320380339,923762901,3244143240,3,0.007589,0,19,0.394828
FIN,FIN,47,93,140,973584181,906944161,1880528342,3,0.004126,0,19,0.504909
PRT,PRT,57,96,153,1150038153,841702889,1991741042,3,0.005562,0,19,0.415354
QAT,QAT,35,77,112,146745587,792152125,938897712,0,0.003652,0,19,0.439989
CZE,CZE,63,85,148,1202695695,745438856,1948134551,3,0.006098,0,19,0.499428
GRC,GRC,55,78,133,1015828878,653280393,1669109271,3,0.005411,0,19,0.547479
SVK,SVK,54,51,105,351022478,649129689,1000152167,3,0.006099,0,19,0.621598
CHE,CHE,72,131,203,1759975116,612732466,2372707582,3,0.009385,0,19,0.326563
COL,COL,56,55,111,694847719,583569037,1278416756,4,0.008065,0,19,0.491627
ZAF,ZAF,77,121,198,693574771,580956139,1274530910,0,0.013307,0,19,0.311085
ISR,ISR,56,84,140,952584286,513501105,1466085391,3,0.006183,0,19,0.4936
VEN,VEN,47,49,96,293851725,504335640,798187365,4,0.005718,0,19,0.560516
ROU,ROU,52,74,126,365808315,465288356,831096671,3,0.005579,0,19,0.541704
SVN,SVN,55,70,125,424554551,418902351,843456902,3,0.005307,0,19,0.582194
NOR,NOR,44,91,135,490770993,370671954,861442947,3,0.003792,0,19,0.511477
IRN,IRN,59,78,137,1016853630,348744307,1365597937,0,0.00709,0,19,0.458552
UKR,UKR,56,65,121,667804821,321118643,988923464,3,0.006309,0,19,0.521228
AUS,AUS,60,98,158,1134735637,299620442,1434356079,0,0.007894,0,19,0.354537
HRV,HRV,54,37,91,204954786,294303153,499257939,3,0.005214,0,19,0.719196
DNK,DNK,51,115,166,1373904953,262924861,1636829814,3,0.005251,0,19,0.387643
TUR,TUR,78,107,185,3610685580,240472351,3851157931,3,0.010442,0,19,0.375516
BLR,BLR,46,31,77,210941503,230805162,441746665,1,0.004379,0,19,0.71553
SCG,SCG,58,39,97,266708820,207454652,474163472,3,0.008066,0,19,0.573968
CHL,CHL,46,51,97,806407145,145081603,951488748,2,0.005329,0,19,0.612135
EGY,EGY,61,69,130,1065199539,143359126,1208558665,0,0.006658,0,19,0.538235
IRL,IRL,58,98,156,686219896,130469182,816689078,3,0.00738,0,19,0.427839
AZE,AZE,36,21,57,59775913,124644016,184419929,2,0.003681,0,19,0.69103
BHS,BHS,15,10,25,7941053,110463268,118404321,2,0.001849,0,19,0.711905
BGR,BGR,44,51,95,101906181,92493944,194400125,3,0.004266,0,19,0.653279
LUX,LUX,37,64,101,315985633,81591214,397576847,3,0.003291,0,19,0.661298
PHL,PHL,61,44,105,1035302632,81492507,1116795139,1,0.009433,0,19,0.520736
PAK,PAK,47,48,95,604259460,70430077,674689537,0,0.005375,0,19,0.688418
LBY,LBY,26,27,53,97719503,57982891,155702394,0,0.002934,0,19,0.75776
PRK,PRK,19,45,64,33937313,50737252,84674565,1,0.002058,0,19,0.585631
NZL,NZL,48,58,106,456733907,42076518,498810425,0,0.006866,0,19,0.501918
TKM,TKM,18,16,34,40926376,34784021,75710397,3,0.00214,0,19,0.881667
EST,EST,45,35,80,97185570,30272423,127457993,5,0.003977,0,19,0.688961
JOR,JOR,47,26,73,265034845,27898304,292933149,0,0.005122,0,19,0.649351
CRI,CRI,46,31,77,308433948,27739885,336173833,4,0.006861,0,19,0.590846
LTU,LTU,47,42,89,252651874,24556957,277208831,0,0.004533,0,19,0.620072
MAR,MAR,53,26,79,601982050,21027135,623009185,0,0.005166,0,19,0.694039
URY,URY,37,23,60,182344499,19626940,201971439,4,0.003747,0,19,0.684524
VNM,VNM,52,34,86,1349954660,19386841,1369341501,0,0.006008,0,19,0.637432
CIV,CIV,48,27,75,223103831,19036915,242140746,0,0.006602,0,19,0.545315
TUN,TUN,50,33,83,412660100,18282515,430942615,0,0.005525,0,19,0.596503
KAZ,KAZ,47,12,59,98257222,17570104,115827326,2,0.005,0,19,0.741135
NGA,NGA,90,21,111,1482500349,16837750,1499338099,2,0.020957,0,19,0.360368
SEN,SEN,42,30,72,101941719,12015096,113956815,0,0.005453,0,19,0.489891
ATG,ATG,14,10,24,734079,11981326,12715405,3,0.002705,0,19,0.582251
PAN,PAN,42,24,66,71178353,10954385,82132738,2,0.005616,0,19,0.606335
SYR,SYR,43,19,62,626299186,10794361,637093547,0,0.004159,0,19,0.750726
GTM,GTM,42,25,67,425599075,9990146,435589221,4,0.005837,0,19,0.644983
DOM,DOM,38,36,74,345881445,8582910,354464355,4,0.004639,0,19,0.513961
SDN,SDN,48,10,58,129195630,8402585,137598215,0,0.006677,0,19,0.58926
TTO,TTO,29,33,62,80891545,8054492,88946037,2,0.004272,0,19,0.474291
NIC,NIC,26,11,37,29037881,7649708,36687589,4,0.003546,0,19,0.73908
PER,PER,49,32,81,620234008,7268594,627502602,2,0.005476,0,19,0.645677
SLV,SLV,33,11,44,66418242,7090187,73508429,2,0.003916,0,19,0.740398
MKD,MKD,43,11,54,52599656,7054481,59654137,3,0.004742,0,19,0.820707
KEN,KEN,50,27,77,437982851,6984579,444967430,1,0.006602,0,19,0.587046
LBN,LBN,50,43,93,255413756,5380278,260794034,3,0.004406,0,19,0.496411
TJK,TJK,12,4,16,1311067,4959214,6270281,2,0.001734,0,19,0.683333
LVA,LVA,36,28,64,106586134,4550645,111136779,5,0.003261,0,19,0.756921
ZWE,ZWE,39,12,51,113183007,4247475,117430482,2,0.005631,0,19,0.672947
SWZ,SWZ,7,17,24,4927003,3774984,8701987,0,0.001222,0,19,0.681287
LKA,LKA,48,32,80,302877933,3569077,306447010,0,0.005896,0,19,0.701258
HND,HND,40,13,53,118072249,3418396,121490645,4,0.005418,0,19,0.631783
ECU,ECU,44,30,74,407513190,2837239,410350429,4,0.005504,0,19,0.615584
BMU,BMU,5,3,8,231257,2553990,2785247,1,0.001123,0,19,0.910714
CYP,CYP,54,34,88,80845972,2387539,83233511,1,0.005491,0,19,0.647086
OMN,OMN,48,23,71,172791284,1729108,174520392,2,0.005853,0,19,0.673377
NPL,NPL,22,4,26,25541107,1582297,27123404,1,0.002387,0,19,0.878333
BHR,BHR,43,15,58,167099365,1565475,168664840,0,0.005094,0,19,0.730867
FRO,FRO,15,3,18,2837944,1386553,4224497,3,0.001664,0,19,0.926471
PRY,PRY,28,6,34,87426554,1358547,88785101,2,0.002796,0,19,0.841379
VGB,VGB,9,5,14,2676720,1173104,3849824,3,0.001457,0,19,0.734848
GEO,GEO,28,18,46,10662542,1169939,11832481,3,0.003112,0,19,0.813445
BGD,BGD,55,17,72,502873007,1070602,503943609,1,0.011794,0,19,0.567504
ISL,ISL,27,39,66,25144996,997474,26142470,0,0.002718,0,19,0.726263
MLT,MLT,40,26,66,115701406,935982,116637388,1,0.003967,0,19,0.795169
JAM,JAM,29,15,44,66462614,927713,67390327,4,0.004249,0,19,0.671171
MUS,MUS,33,18,51,49048071,918600,49966671,1,0.003335,0,19,0.655039
SUR,SUR,21,7,28,6293891,773335,7067226,2,0.003158,0,19,0.602564
NRU,NRU,3,4,7,41615,738067,779682,2,0.001012,0,19,0.880952
SGS,SGS,2,1,3,101000,648000,749000,1,0.000947,0,19,1
CUB,CUB,40,7,47,38148808,608290,38757098,3,0.004704,0,19,0.751829
BDI,BDI,23,2,25,2085571,604860,2690431,0,0.006329,0,19,0.791667
CAF,CAF,12,3,15,148552,595707,744259,2,0.002686,0,19,0.714286
SLE,SLE,26,9,35,9668368,594985,10263353,0,0.003043,0,19,0.766382
TGO,TGO,27,11,38,8075026,590158,8665184,0,0.006301,0,19,0.640121
GRD,GRD,8,2,10,551281,589978,1141259,2,0.001506,0,19,0.766667
YEM,YEM,31,3,34,124021517,523900,124545417,0,0.003013,0,19,0.834225
UZB,UZB,28,7,35,42343644,508888,42852532,2,0.002914,0,19,0.837931
STP,STP,4,4,8,446795,493879,940674,0,0.001151,0,19,0.766667
BTN,BTN,6,2,8,161632,426536,588168,2,0.001243,0,19,0.904762
AGO,AGO,28,2,30,23875847,407829,24283676,0,0.003403,0,19,0.736782
MLI,MLI,30,15,45,26270880,404860,26675740,0,0.005414,0,19,0.692192
BOL,BOL,35,7,42,114100466,362163,114462629,4,0.003887,0,19,0.811562
BLZ,BLZ,15,6,21,2136358,361207,2497565,2,0.003258,0,19,0.592105
BWA,BWA,9,7,16,22215512,358459,22573971,0,0.002278,0,19,0.487179
BFA,BFA,29,6,35,11065568,318036,11383604,4,0.006054,0,19,0.673118
GAB,GAB,26,14,40,9299277,309352,9608629,0,0.003693,0,19,0.7041
BRB,BRB,25,17,42,9768516,294527,10063043,2,0.003779,0,19,0.604167
TCA,TCA,7,2,9,17561976,278150,17840126,1,0.001382,0,19,0.75
BIH,BIH,25,9,34,30972723,277198,31249921,3,0.002883,0,19,0.887692
DZA,DZA,53,15,68,557555471,266092,557821563,2,0.005156,0,19,0.724242
KHM,KHM,18,5,23,20840276,255117,21095393,0,0.002157,0,19,0.970588
UGA,UGA,44,16,60,75481001,251662,75732663,0,0.009428,0,19,0.563265
GRL,GRL,2,4,6,251834,246016,497850,2,0.000898,0,19,0.85
ARM,ARM,30,6,36,92976469,236855,93213324,0,0.0031,0,19,0.864919
NER,NER,24,8,32,3279035,232986,3512021,2,0.005504,0,19,0.752645
AFG,AFG,12,8,20,18391183,226088,18617271,0,0.001643,0,19,0.858333
ZMB,ZMB,33,7,40,42562781,225647,42788428,2,0.005059,0,19,0.634127
GHA,GHA,57,12,69,153221106,207974,153429080,0,0.011087,0,19,0.590395
PNG,PNG,31,5,36,11248007,199977,11447984,1,0.00557,0,19,0.685484
NAM,NAM,18,10,28,8258126,196503,8454629,0,0.00228,0,19,0.756667
SMR,SMR,7,5,12,956639,196415,1153054,3,0.001158,0,19,0.9
ALB,ALB,32,9,41,30129735,191570,30321305,3,0.003729,0,19,0.814617
CXR,CXR,1,2,3,19900,185537,205437,1,0.000846,0,19,0.833333
TZA,TZA,52,16,68,206305399,183535,206488934,0,0.007807,0,19,0.585213
FJI,FJI,16,11,27,17178021,164194,17342215,1,0.001887,0,19,0.512681
MDA,MDA,33,6,39,28603536,161824,28765360,3,0.003213,0,19,0.901515
DMA,DMA,14,9,23,1901103,158036,2059139,4,0.002049,0,19,0.760526
KGZ,KGZ,20,6,26,16900928,152467,17053395,0,0.002814,0,19,0.824675
CYM,CYM,6,4,10,766449,149471,915920,2,0.001518,0,19,0.763889
SOM,SOM,5,3,8,60170395,146666,60317061,0,0.001293,0,19,0.857143
VCT,VCT,11,3,14,1442228,133465,1575693,0,0.001768,0,19,0.69697
AND,AND,12,11,23,693858,130626,824484,2,0.001578,0,19,0.770563
MNG,MNG,12,3,15,658185,129720,787905,1,0.001533,0,19,0.906593
MOZ,MOZ,30,4,34,50108706,124707,50233413,0,0.004249,0,19,0.732863
GIB,GIB,7,1,8,5112128,120238,5232366,1,0.001408,0,19,0.809524
MHL,MHL,4,2,6,8711,109170,117881,3,0.00103,0,19,0.833333
COD,COD,23,3,26,11484716,108704,11593420,0,0.003895,0,19,0.802372
MMR,MMR,21,4,25,112146848,100665,112247513,1,0.002899,0,19,0.881423
LBR,LBR,15,5,20,2806277,73016,2879293,0,0.001953,0,19,0.748538
GMB,GMB,19,3,22,3731471,71231,3802702,0,0.002159,0,19,0.878571
TUV,TUV,5,3,8,23037622,64093,23101715,3,0.001149,0,19,0.809524
VAT,VAT,1,2,3,512283,63075,575358,2,0.000851,0,19,1
TLS,TLS,4,3,7,482380,61632,544012,0,0.001076,0,19,0.809524
ASM,ASM,3,2,5,18968,57138,76106,0,0.001092,0,19,0.7
MWI,MWI,25,5,30,26462490,56989,26519479,2,0.003236,0,19,0.864615
GNQ,GNQ,11,2,13,354885,56260,411145,3,0.002533,0,19,0.80303
AIA,AIA,5,4,9,17136,55720,72856,3,0.001135,0,19,1
SHN,SHN,2,3,5,164748,53360,218108,2,0.000944,0,19,0.85
KNA,KNA,10,3,13,169737,50001,219738,2,0.001673,0,19,0.719697
CMR,CMR,47,9,56,61232248,48768,61281016,0,0.007207,0,19,0.66549
GUY,GUY,20,6,26,14813632,47021,14860653,4,0.002758,0,19,0.742754
SLB,SLB,10,5,15,317188,46937,364125,0,0.00246,0,19,0.724359
SYC,SYC,23,3,26,2133368,46292,2179660,0,0.002755,0,19,0.903162
HTI,HTI,13,2,15,8051979,45060,8097039,2,0.002113,0,19,0.862637
MDV,MDV,17,3,20,18065362,43054,18108416,0,0.002042,0,19,0.960784
MDG,MDG,28,7,35,25973378,38352,26011730,0,0.003104,0,19,0.791331
TKL,TKL,6,2,8,515798,37780,553578,0,0.001189,0,19,0.928571
TCD,TCD,8,2,10,758485,36112,794597,3,0.001941,0,19,0.844444
NCL,NCL,23,4,27,9212898,34854,9247752,1,0.00265,0,19,0.785
COG,COG,29,2,31,16971499,34156,17005655,0,0.003935,0,19,0.801724
BRN,BRN,14,3,17,2973357,34025,3007382,1,0.001716,0,19,0.957143
ABW,ABW,53,10,63,3624887,28804,3653691,0,0.008434,0,19,0.612482
GIN,GIN,31,3,34,10178225,26648,10204873,0,0.003668,0,19,0.801411
PSE,PSE,4,1,5,522210,25500,547710,0,0.001124,0,19,0.95
BEN,BEN,24,4,28,5122349,17235,5139584,3,0.004477,0,19,0.8
CPV,CPV,13,2,15,2570866,16700,2587566,4,0.001725,0,19,0.77619
IRQ,IRQ,11,1,12,102457555,16500,102474055,0,0.001614,0,19,0.810606
TON,TON,5,1,6,403733,8977,412710,0,0.001257,0,19,0.8
PYF,PYF,23,2,25,6494274,8310,6502584,2,0.003062,0,19,0.887352
UMI,UMI,0,2,2,0,2672,2672,2,0.000777,0,20,1
MRT,MRT,27,1,28,33055159,2363,33057522,0,0.003069,0,19,0.867725
ETH,ETH,41,3,44,80777746,2136,80779882,0,0.005416,0,19,0.744715
MSR,MSR,1,1,2,564,2000,2564,2,0.000851,0,19,0.5
IOT,IOT,3,2,5,84380,1260,85640,3,0.000953,0,19,1
ERI,ERI,13,3,16,1162594,1075,1163669,0,0.001691,0,19,0.938095
LSO,LSO,4,2,6,291958,846,292804,3,0.001067,0,19,0.8
DJI,DJI,13,1,14,45899031,777,45899808,0,0.001572,0,19,1
RWA,RWA,24,1,25,20195612,408,20196020,0,0.003508,0,19,0.818333
CCK,CCK,3,1,4,239040,1,239041,1,0.001001,0,19,1
LAO,LAO,10,0,10,8897220,0,8897220,1,0.001518,0,5,0.977778
PCN,PCN,1,0,1,1764733,0,1764733,2,0.000851,0,17,0
LCA,LCA,12,0,12,1562726,0,1562726,2,0.001884,0,9,0.840909
GNB,GNB,9,0,9,1236106,0,1236106,0,0.001446,0,8,0.888889
PLW,PLW,3,0,3,321850,0,321850,2,0.000974,0,14,1
MYT,MYT,9,0,9,277226,0,277226,3,0.001872,0,4,0.833333
WSM,WSM,5,0,5,238195,0,238195,0,0.001223,0,11,0.9
COM,COM,10,0,10,119538,0,119538,0,0.002403,0,2,0.777778
GUM,GUM,8,0,8,89107,0,89107,0,0.001354,0,3,1
